training_id,grant_id,project_id,activity_id,location_id,period_id,facilitator_id,training_title,training_type,target_group,start_date,end_date,duration_days,planned_attendance,total_attendance,attendance_male,attendance_female,attendance_youth,attendance_pwd,total_cost,cost_currency,cost_per_participant,pre_assessment_avg,post_assessment_avg,knowledge_gain_pct,certificates_issued,venue,notes
TRN-2025-0177,GRT-2024-003,PRJ-2024-005,ACT-0059,LOC-ARU-004,FP-2025-05,STF-012,Nutrition Counselling,Technical,Health Facility Staff,2025-05-15,2025-05-15,1,25,20,11,9,9,1,554000.0,TZS,27700.0,47.1,,36.8,20,School Hall,Training delivered by external facilitator
TRN-2025-0178,GRT-2024-001,PRJ-2024-001,ACT-0041,LOC-MAN-001,FP-2025-08,STF-018,Cooperative Management,Vocational,Agro Dealers,2025-08-18,2025-08-20,3,100,84,33,51,45,2,5290000.0,TZS,62976.19,32.3,70.0,37.7,84,CDFT Training Centre,
TRN-2025-0179,GRT-2023-001,PRJ-2023-002,ACT-0006,LOC-KIL-002,FP-2025-02,STF-011,HIV AIDS Awareness,Vocational,Village Health Workers,2025-02-15,2025-02-15,1,50,52,26,26,16,0,966000.0,TZS,18576.92,52.9,86.6,33.7,52,District Council Hall,Training delivered by internal staff
TRN-2025-0180,GRT-2023-002,PRJ-2023-012,ACT-0071,LOC-ARU-001,FP-2025-02,STF-023,Child Centred Learning Methods,Technical,Parent Teachers Association Members,2025-02-22,2025-02-24,3,50,43,21,22,18,0,2764000.0,TZS,64279.07,48.5,70.9,22.4,43,School Hall,
TRN-2025-0181,GRT-2023-005,PRJ-2023-010,ACT-0054,LOC-KIL-001,FP-2025-01,STF-036,WASH Behaviour Change,Awareness,Health Facility Staff,2025-01-01,2025-01-03,3,25,21,9,12,7,0,2011000.0,TZS,95761.9,,86.3,37.3,21,Hotel Conference Room,Training delivered by internal staff
TRN-2025-0182,GRT-2023-002,PRJ-2023-004,ACT-0015,LOC-ARU-002,FP-2025-01,STF-033,Teacher Pedagogy Training,Awareness,Parent Teachers Association Members,2025-01-07,2025-01-10,4,50,46,28,18,16,0,5081000.0,TZS,110456.52,51.7,82.5,30.8,0,School Hall,Training delivered by external facilitator
TRN-2025-0183,GRT-2024-001,PRJ-2024-001,ACT-0041,LOC-MAN-001,FP-2025-11,STF-030,Post Harvest Handling,Vocational,Cooperative Members,2025-11-16,2025-11-19,4,60,46,30,16,26,1,4981000.0,TZS,108282.61,34.3,70.8,36.5,46,Community Centre,Training delivered by internal staff
TRN-2025-0184,GRT-2023-002,PRJ-2023-004,ACT-0017,LOC-ARU-002,FP-2025-08,STF-029,Inclusive Education,Vocational,School Administrators,2025-08-21,2025-08-22,2,100,83,43,40,40,2,5246000.0,TZS,63204.82,33.1,68.8,35.7,83,Government Office Meeting Room,
TRN-2025-0185,GRT-2024-004,PRJ-2024-006,ACT-0068,LOC-MAN-002,FP-2025-09,STF-032,Conservation Agriculture,Vocational,Extension Officers,2025-09-21,2025-09-25,5,30,26,13,13,15,0,2789000.0,TZS,107269.23,39.4,66.4,27.0,26,Government Office Meeting Room,
TRN-2025-0186,GRT-2023-004,PRJ-2023-009,ACT-0035,LOC-MAN-003,FP-2025-10,STF-035,Conservation Agriculture,Financial Management,Community Leaders,2025-10-15,2025-10-15,1,25,22,12,10,7,0,730000.0,TZS,33181.82,39.8,60.9,21.1,22,Community Centre,Training delivered by external facilitator
TRN-2025-0187,GRT-2023-002,PRJ-2023-004,ACT-0016,LOC-ARU-002,FP-2025-07,STF-023,Teacher Pedagogy Training,Leadership,Education Officers,2025-07-23,2025-07-26,4,25,22,9,13,10,0,2094000.0,TZS,95181.82,41.4,70.5,29.1,0,District Council Hall,Training delivered by government partner
TRN-2025-0188,GRT-2023-004,PRJ-2023-009,ACT-0037,LOC-MAN-003,FP-2025-01,STF-027,Disaster Risk Reduction,Technical,Smallholder Farmers,2025-01-14,2025-01-17,4,50,39,21,18,18,0,4569000.0,TZS,117153.85,52.0,75.2,23.2,0,Hotel Conference Room,
TRN-2025-0189,GRT-2023-003,PRJ-2023-013,ACT-0078,LOC-ARU-001,FP-2025-03,STF-028,First Aid and Emergency Response,Technical,Health Facility Staff,2025-03-25,2025-03-29,5,40,33,17,16,14,1,3044000.0,TZS,92242.42,33.2,68.4,35.2,33,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0190,GRT-2023-001,PRJ-2023-002,ACT-0009,LOC-KIL-002,FP-2025-06,STF-024,First Aid and Emergency Response,Technical,Health Facility Staff,2025-06-10,2025-06-10,1,60,55,32,23,32,2,1209000.0,TZS,21981.82,50.8,70.3,19.5,55,Hotel Conference Room,
TRN-2025-0191,GRT-2024-002,PRJ-2024-003,ACT-0047,LOC-ARU-003,FP-2025-11,STF-038,Psychosocial Support Basics,Financial Management,Social Welfare Officers,2025-11-22,2025-11-26,5,80,79,37,42,29,0,16732000.0,TZS,211797.47,52.8,88.2,35.4,0,Community Centre,
TRN-2025-0192,GRT-2021-001,PRJ-2023-007,ACT-0029,LOC-ARU-001,FP-2025-02,STF-014,Market Linkage Training,Financial Management,Women Group Members,2025-02-04,2025-02-04,1,20,18,11,7,7,0,415000.0,TZS,23055.56,34.3,52.7,18.4,18,Community Centre,Training delivered by external facilitator
TRN-2025-0193,GRT-2021-001,PRJ-2023-007,ACT-0027,LOC-ARU-001,FP-2025-07,STF-017,Financial Literacy and Savings,Vocational,Women Group Members,2025-07-01,2025-07-04,4,80,67,25,42,33,2,9649000.0,TZS,144014.93,49.9,67.3,17.4,67,Government Office Meeting Room,
TRN-2025-0194,GRT-2021-001,PRJ-2023-007,ACT-0027,LOC-ARU-001,FP-2025-05,STF-034,Financial Literacy and Savings,Technical,VSLA Members,2025-05-20,2025-05-20,1,20,17,8,9,6,1,655000.0,TZS,38529.41,37.0,53.2,16.2,17,School Hall,Training delivered by internal staff
TRN-2025-0195,GRT-2022-004,PRJ-2023-005,ACT-0020,LOC-KIL-001,FP-2025-02,STF-021,Inclusive Education,Vocational,Teachers,2025-02-19,2025-02-20,2,80,81,41,40,27,0,4299000.0,TZS,53074.07,41.3,80.2,38.9,81,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0196,GRT-2023-001,PRJ-2023-001,ACT-0004,LOC-KIL-001,FP-2025-02,STF-016,First Aid and Emergency Response,Financial Management,Community Health Workers,2025-02-08,2025-02-09,2,80,64,38,26,30,3,2920000.0,TZS,45625.0,31.0,48.4,17.4,64,Hotel Conference Room,Training delivered by internal staff
TRN-2025-0197,GRT-2023-004,PRJ-2023-008,ACT-0032,LOC-MAN-002,FP-2025-11,STF-029,Water Harvesting Techniques,Awareness,Youth Farmers,2025-11-09,2025-11-09,1,100,87,49,38,28,3,2300000.0,TZS,26436.78,42.9,73.0,30.1,0,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0198,GRT-2024-003,PRJ-2024-005,ACT-0058,LOC-ARU-004,FP-2025-09,STF-012,Nutrition Counselling,Awareness,Health Facility Staff,2025-09-09,2025-09-09,1,30,24,16,8,7,1,575000.0,TZS,23958.33,51.8,90.0,38.2,24,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0199,GRT-2023-004,PRJ-2023-009,ACT-0035,LOC-MAN-003,FP-2025-06,STF-040,Disaster Risk Reduction,Leadership,Youth Farmers,2025-06-02,2025-06-04,3,30,23,12,11,12,1,1817000.0,TZS,79000.0,47.8,85.1,37.3,23,Government Office Meeting Room,Training delivered by internal staff
TRN-2025-0200,GRT-2024-001,PRJ-2024-007,ACT-0075,LOC-ARU-002,FP-2025-05,STF-011,Cooperative Management,Vocational,Cooperative Members,2025-05-02,2025-05-02,1,50,47,28,19,19,1,1882000.0,TZS,40042.55,51.1,75.6,24.5,47,Community Centre,Training delivered by external facilitator
TRN-2025-0201,GRT-2024-002,PRJ-2024-003,ACT-0048,LOC-ARU-003,FP-2025-04,STF-040,Child Safeguarding and Protection,Vocational,Community Leaders,2025-04-22,2025-04-24,3,100,84,37,47,33,0,7907000.0,TZS,94130.95,49.9,66.6,16.7,0,School Hall,Training delivered by external facilitator
TRN-2025-0202,GRT-2023-003,PRJ-2023-006,ACT-0025,LOC-KIL-001,FP-2025-10,STF-005,Market Linkage Training,Vocational,Youth Women,2025-10-13,2025-10-14,2,30,29,12,17,13,1,1057000.0,TZS,36448.28,46.1,84.6,38.5,0,Community Centre,Training delivered by external facilitator
TRN-2025-0203,GRT-2023-003,PRJ-2023-006,ACT-0025,LOC-KIL-001,FP-2025-06,STF-009,Gender and Rights Awareness,Financial Management,VSLA Members,2025-06-11,2025-06-12,2,40,40,22,18,14,2,2483000.0,TZS,62075.0,46.7,68.1,21.4,0,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0204,GRT-2023-001,PRJ-2023-001,ACT-0003,LOC-KIL-001,FP-2025-08,STF-020,WASH Behaviour Change,Technical,Community Members,2025-08-21,2025-08-23,3,50,42,26,16,15,2,5545000.0,TZS,132023.81,31.7,49.3,17.6,42,CDFT Training Centre,
TRN-2025-0205,GRT-2022-003,PRJ-2023-003,ACT-0013,LOC-KIL-003,FP-2025-05,STF-036,WASH Behaviour Change,Vocational,Village Health Workers,2025-05-16,2025-05-18,3,100,75,42,33,36,0,7707000.0,TZS,102760.0,44.9,81.9,37.0,0,CDFT Training Centre,Training delivered by government partner
TRN-2025-0206,GRT-2024-001,PRJ-2024-002,ACT-0044,LOC-KIL-004,FP-2025-10,STF-030,Irrigation Management,Technical,Smallholder Farmers,2025-10-02,2025-10-03,2,40,36,24,12,15,1,3124000.0,TZS,86777.78,43.3,64.6,21.3,36,Community Centre,Training delivered by internal staff
TRN-2025-0207,GRT-2022-004,PRJ-2023-005,ACT-0018,LOC-KIL-001,FP-2025-09,STF-009,Child Centred Learning Methods,Financial Management,Parent Teachers Association Members,2025-09-10,2025-09-11,2,30,22,11,11,6,1,1044000.0,TZS,47454.55,35.6,59.3,23.7,22,District Council Hall,Training delivered by government partner
TRN-2025-0208,GRT-2022-004,PRJ-2023-005,ACT-0018,LOC-KIL-001,FP-2025-06,STF-031,School Management Training,Financial Management,Education Officers,2025-06-08,2025-06-09,2,40,30,19,11,17,1,1182000.0,TZS,39400.0,42.9,67.2,24.3,30,CDFT Training Centre,
TRN-2025-0209,GRT-2023-003,PRJ-2023-006,ACT-0025,LOC-KIL-001,FP-2025-05,STF-033,Market Linkage Training,Leadership,Female Entrepreneurs,2025-05-17,2025-05-18,2,20,16,7,9,5,0,710000.0,TZS,44375.0,30.9,48.3,17.4,16,District Council Hall,Training delivered by external facilitator
TRN-2025-0210,GRT-2023-002,PRJ-2023-012,ACT-0069,LOC-ARU-001,FP-2025-11,STF-019,Inclusive Education,Leadership,Teachers,2025-11-17,2025-11-20,4,30,24,8,16,12,0,4251000.0,TZS,177125.0,39.5,66.2,26.7,0,School Hall,Training delivered by external facilitator
TRN-2025-0211,GRT-2023-002,PRJ-2023-004,ACT-0016,LOC-ARU-002,FP-2025-09,STF-021,Teacher Pedagogy Training,Leadership,School Administrators,2025-09-05,2025-09-09,5,100,80,46,34,48,1,15759000.0,TZS,196987.5,32.2,53.7,21.5,80,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0212,GRT-2024-002,PRJ-2024-003,ACT-0048,LOC-ARU-003,FP-2025-08,STF-016,Case Management Procedures,Awareness,Religious Leaders,2025-08-18,2025-08-22,5,60,47,26,21,25,0,7070000.0,TZS,150425.53,39.9,65.4,25.5,47,Community Centre,Training delivered by external facilitator
TRN-2025-0213,GRT-2023-002,PRJ-2023-012,ACT-0073,LOC-ARU-001,FP-2025-07,STF-028,Early Childhood Development,Financial Management,Education Officers,2025-07-09,2025-07-10,2,25,21,9,12,13,0,945000.0,TZS,45000.0,37.4,67.3,29.9,0,School Hall,
TRN-2025-0214,GRT-2023-001,PRJ-2023-011,ACT-0063,LOC-MAN-001,FP-2025-03,STF-036,Nutrition Counselling,Leadership,Community Members,2025-03-25,2025-03-27,3,100,104,64,40,46,1,5816000.0,TZS,55923.08,47.5,86.9,39.4,0,District Council Hall,Training delivered by government partner
TRN-2025-0215,GRT-2023-004,PRJ-2023-009,ACT-0037,LOC-MAN-003,FP-2025-10,STF-025,Water Harvesting Techniques,Financial Management,Extension Officers,2025-10-17,2025-10-17,1,40,33,15,18,9,0,626000.0,TZS,18969.7,48.4,65.3,16.9,33,District Council Hall,
TRN-2025-0216,GRT-2024-001,PRJ-2024-002,ACT-0042,LOC-KIL-004,FP-2025-10,STF-010,Market Information Systems,Vocational,Extension Officers,2025-10-10,2025-10-10,1,20,20,11,9,11,1,378000.0,TZS,18900.0,46.3,85.7,39.4,0,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0217,GRT-2023-005,PRJ-2023-010,ACT-0055,LOC-KIL-001,FP-2025-05,STF-020,Nutrition Counselling,Awareness,Community Members,2025-05-15,2025-05-18,4,50,52,28,24,24,0,7607000.0,TZS,146288.46,41.1,80.0,38.9,52,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0218,GRT-2023-001,PRJ-2023-011,ACT-0061,LOC-MAN-001,FP-2025-10,STF-008,WASH Behaviour Change,Financial Management,Health Facility Staff,2025-10-14,2025-10-14,1,100,92,46,46,34,4,2272000.0,TZS,24695.65,40.3,73.8,33.5,92,Hotel Conference Room,
TRN-2025-0219,GRT-2023-002,PRJ-2023-004,ACT-0017,LOC-ARU-002,FP-2025-03,STF-031,School Management Training,Technical,Parent Teachers Association Members,2025-03-01,2025-03-05,5,25,21,14,7,10,0,3380000.0,TZS,160952.38,43.6,71.2,27.6,21,School Hall,
TRN-2025-0220,GRT-2023-003,PRJ-2023-006,ACT-0023,LOC-KIL-001,FP-2025-07,STF-031,Market Linkage Training,Financial Management,Youth Women,2025-07-22,2025-07-25,4,50,40,26,14,21,0,3232000.0,TZS,80800.0,36.1,59.9,23.8,40,School Hall,Training delivered by internal staff
TRN-2025-0221,GRT-2024-003,PRJ-2024-005,ACT-0058,LOC-ARU-004,FP-2025-10,STF-026,Nutrition Counselling,Leadership,Community Members,2025-10-16,2025-10-19,4,40,30,16,14,17,0,4894000.0,TZS,163133.33,53.8,73.6,19.8,30,Government Office Meeting Room,Training delivered by internal staff
TRN-2025-0222,GRT-2022-003,PRJ-2023-003,ACT-0013,LOC-KIL-003,FP-2025-08,STF-013,Community Health Worker Basic Training,Vocational,Health Facility Staff,2025-08-09,2025-08-11,3,80,62,36,26,36,1,5917000.0,TZS,95435.48,48.9,76.6,27.7,0,Hotel Conference Room,Training delivered by internal staff
TRN-2025-0223,GRT-2023-002,PRJ-2023-004,ACT-0015,LOC-ARU-002,FP-2025-07,STF-029,Child Centred Learning Methods,Awareness,School Administrators,2025-07-02,2025-07-02,1,50,46,28,18,13,1,1373000.0,TZS,29847.83,30.1,52.3,22.2,46,Community Centre,Training delivered by external facilitator
TRN-2025-0224,GRT-2023-003,PRJ-2023-006,ACT-0025,LOC-KIL-001,FP-2025-05,STF-031,Business Skills Development,Leadership,Women Group Members,2025-05-16,2025-05-16,1,30,23,9,14,11,1,952000.0,TZS,41391.3,53.8,85.6,31.8,23,Community Centre,
TRN-2025-0225,GRT-2023-005,PRJ-2023-010,ACT-0054,LOC-KIL-001,FP-2025-07,STF-013,WASH Behaviour Change,Technical,Community Members,2025-07-22,2025-07-23,2,80,68,22,46,39,2,5293000.0,TZS,77838.24,30.8,63.1,32.3,68,Government Office Meeting Room,
TRN-2025-0226,GRT-2022-004,PRJ-2023-005,ACT-0019,LOC-KIL-001,FP-2025-08,STF-008,School Management Training,Vocational,School Administrators,2025-08-02,2025-08-02,1,20,16,9,7,5,0,404000.0,TZS,25250.0,43.2,65.7,22.5,16,School Hall,Training delivered by government partner
TRN-2025-0227,GRT-2023-001,PRJ-2023-001,ACT-0003,LOC-KIL-001,FP-2025-08,STF-010,First Aid and Emergency Response,Technical,Community Health Workers,2025-08-05,2025-08-06,2,80,70,36,34,25,1,3333000.0,TZS,47614.29,34.4,62.7,28.3,70,CDFT Training Centre,Training delivered by government partner
TRN-2025-0228,GRT-2024-001,PRJ-2024-002,ACT-0044,LOC-KIL-004,FP-2025-11,STF-017,Irrigation Management,Financial Management,Extension Officers,2025-11-20,2025-11-24,5,20,20,10,10,7,0,2491000.0,TZS,124550.0,30.3,66.8,36.5,20,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0229,GRT-2023-004,PRJ-2023-008,ACT-0031,LOC-MAN-002,FP-2025-08,STF-040,Disaster Risk Reduction,Awareness,Smallholder Farmers,2025-08-16,2025-08-17,2,20,17,7,10,10,1,1375000.0,TZS,80882.35,30.4,69.5,39.1,17,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0230,GRT-2024-001,PRJ-2024-002,ACT-0042,LOC-KIL-004,FP-2025-05,STF-016,Market Information Systems,Leadership,Smallholder Farmers,2025-05-06,2025-05-10,5,20,16,7,9,7,1,3112000.0,TZS,194500.0,,70.6,17.1,16,School Hall,Training delivered by external facilitator
TRN-2025-0231,GRT-2024-002,PRJ-2024-004,ACT-0053,LOC-MAN-004,FP-2025-02,STF-029,Case Management Procedures,Vocational,Religious Leaders,2025-02-18,2025-02-18,1,100,92,56,36,45,2,3687000.0,TZS,40076.09,32.0,47.3,15.3,92,District Council Hall,Training delivered by government partner
TRN-2025-0232,GRT-2023-002,PRJ-2023-004,ACT-0016,LOC-ARU-002,FP-2025-02,STF-007,Child Centred Learning Methods,Awareness,Parent Teachers Association Members,2025-02-01,2025-02-03,3,100,80,48,32,29,4,4685000.0,TZS,58562.5,47.3,67.9,20.6,80,CDFT Training Centre,Training delivered by internal staff
TRN-2025-0233,GRT-2022-003,PRJ-2023-003,ACT-0011,LOC-KIL-003,FP-2025-11,STF-008,Nutrition Counselling,Financial Management,Health Facility Staff,2025-11-15,2025-11-15,1,40,32,16,16,11,0,1433000.0,TZS,44781.25,32.4,69.1,36.7,32,Government Office Meeting Room,
TRN-2025-0234,GRT-2023-001,PRJ-2023-011,ACT-0064,LOC-MAN-001,FP-2025-11,STF-029,Malaria Prevention and Treatment,Awareness,Village Health Workers,2025-11-07,2025-11-10,4,60,51,32,19,18,1,5901000.0,TZS,115705.88,50.4,,23.1,51,Hotel Conference Room,
TRN-2025-0235,GRT-2022-004,PRJ-2023-005,ACT-0019,LOC-KIL-001,FP-2025-03,STF-016,Early Childhood Development,Awareness,Education Officers,2025-03-04,2025-03-07,4,100,93,39,54,38,4,14796000.0,TZS,159096.77,46.4,67.7,21.3,93,CDFT Training Centre,Training delivered by government partner
TRN-2025-0236,GRT-2021-001,PRJ-2023-007,ACT-0030,LOC-ARU-001,FP-2025-07,STF-028,Leadership for Women,Leadership,VSLA Members,2025-07-02,2025-07-04,3,25,20,7,13,8,1,2214000.0,TZS,110700.0,48.2,81.7,33.5,20,School Hall,
TRN-2025-0237,GRT-2023-004,PRJ-2023-009,ACT-0035,LOC-MAN-003,FP-2025-09,STF-039,Disaster Risk Reduction,Leadership,Smallholder Farmers,2025-09-14,2025-09-17,4,30,30,19,11,13,1,3572000.0,TZS,119066.67,51.4,67.7,16.3,30,Hotel Conference Room,Training delivered by government partner
TRN-2025-0238,GRT-2023-004,PRJ-2023-008,ACT-0033,LOC-MAN-002,FP-2025-08,STF-026,Water Harvesting Techniques,Awareness,Smallholder Farmers,2025-08-15,2025-08-15,1,30,27,14,13,14,1,1012000.0,TZS,37481.48,54.5,90.0,35.5,0,School Hall,Training delivered by government partner
TRN-2025-0239,GRT-2023-004,PRJ-2023-009,ACT-0037,LOC-MAN-003,FP-2025-09,STF-028,Climate Smart Agriculture Practices,Financial Management,Extension Officers,2025-09-06,2025-09-07,2,80,65,38,27,35,2,3672000.0,TZS,56492.31,54.4,93.3,38.9,0,Community Centre,
TRN-2025-0240,GRT-2024-004,PRJ-2024-006,ACT-0067,LOC-MAN-002,FP-2025-06,STF-031,Climate Smart Agriculture Practices,Vocational,Smallholder Farmers,2025-06-11,2025-06-11,1,60,48,30,18,23,2,1115000.0,TZS,23229.17,52.2,74.7,22.5,0,District Council Hall,
TRN-2025-0241,GRT-2024-001,PRJ-2024-002,ACT-0045,LOC-KIL-004,FP-2025-03,STF-021,Cooperative Management,Vocational,Cooperative Members,2025-03-03,2025-03-05,3,80,67,38,29,23,1,6384000.0,TZS,95283.58,54.0,77.6,23.6,67,Hotel Conference Room,Training delivered by government partner
TRN-2025-0242,GRT-2023-001,PRJ-2023-001,ACT-0005,LOC-KIL-001,FP-2025-10,STF-027,Community Health Worker Basic Training,Awareness,Community Members,2025-10-04,2025-10-08,5,20,16,10,6,10,0,3472000.0,TZS,217000.0,52.1,78.2,26.1,16,School Hall,Training delivered by external facilitator
TRN-2025-0243,GRT-2023-001,PRJ-2023-001,ACT-0002,LOC-KIL-001,FP-2025-09,STF-007,First Aid and Emergency Response,Leadership,Health Facility Staff,2025-09-18,2025-09-20,3,40,37,13,24,23,0,4943000.0,TZS,133594.59,34.3,63.3,29.0,37,Hotel Conference Room,
TRN-2025-0244,GRT-2023-001,PRJ-2023-001,ACT-0003,LOC-KIL-001,FP-2025-09,STF-011,Nutrition Counselling,Leadership,Community Members,2025-09-20,2025-09-20,1,80,81,48,33,29,4,2603000.0,TZS,32135.8,,82.1,39.8,0,Community Centre,
TRN-2025-0245,GRT-2023-001,PRJ-2023-001,ACT-0001,LOC-KIL-001,FP-2025-07,STF-008,Community Health Worker Basic Training,Awareness,Health Facility Staff,2025-07-24,2025-07-25,2,60,55,24,31,29,1,2791000.0,TZS,50745.45,,73.3,27.3,55,School Hall,Training delivered by external facilitator
TRN-2025-0246,GRT-2023-001,PRJ-2023-011,ACT-0061,LOC-MAN-001,FP-2025-04,STF-016,Malaria Prevention and Treatment,Vocational,Community Members,2025-04-13,2025-04-13,1,80,63,31,32,29,1,2293000.0,TZS,36396.83,44.8,65.4,,63,CDFT Training Centre,Training delivered by internal staff
TRN-2025-0247,GRT-2021-001,PRJ-2023-007,ACT-0027,LOC-ARU-001,FP-2025-01,STF-008,Business Skills Development,Leadership,Youth Women,2025-01-17,2025-01-21,5,100,76,42,34,44,1,12941000.0,TZS,170276.32,44.0,59.2,15.2,76,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0248,GRT-2024-001,PRJ-2024-002,ACT-0042,LOC-KIL-004,FP-2025-09,STF-005,Market Information Systems,Awareness,Agro Dealers,2025-09-06,2025-09-08,3,80,83,38,45,50,1,7180000.0,TZS,86506.02,46.9,86.6,39.7,0,Community Centre,Training delivered by internal staff
TRN-2025-0249,GRT-2024-002,PRJ-2024-003,ACT-0048,LOC-ARU-003,FP-2025-02,STF-017,Community Based Child Protection,Vocational,Religious Leaders,2025-02-11,2025-02-13,3,50,47,15,32,24,1,3442000.0,TZS,73234.04,34.5,54.1,19.6,47,CDFT Training Centre,Training delivered by internal staff
TRN-2025-0250,GRT-2023-003,PRJ-2023-006,ACT-0022,LOC-KIL-001,FP-2025-11,STF-027,Leadership for Women,Leadership,Women Group Members,2025-11-20,2025-11-23,4,80,71,26,45,45,1,5846000.0,TZS,82338.03,51.8,91.8,40.0,71,Government Office Meeting Room,Training delivered by government partner
TRN-2025-0251,GRT-2023-004,PRJ-2023-008,ACT-0031,LOC-MAN-002,FP-2025-09,STF-019,Water Harvesting Techniques,Technical,Smallholder Farmers,2025-09-24,2025-09-28,5,40,34,11,23,16,1,4363000.0,TZS,128323.53,43.7,70.4,26.7,0,CDFT Training Centre,
TRN-2025-0252,GRT-2022-003,PRJ-2023-003,ACT-0013,LOC-KIL-003,FP-2025-05,STF-025,HIV AIDS Awareness,Vocational,Community Members,2025-05-26,2025-05-28,3,50,44,27,17,14,2,5098000.0,TZS,115863.64,38.0,66.7,28.7,44,District Council Hall,Training delivered by internal staff
TRN-2025-0253,GRT-2023-001,PRJ-2023-001,ACT-0003,LOC-KIL-001,FP-2025-04,STF-018,Nutrition Counselling,Financial Management,Health Facility Staff,2025-04-25,2025-04-27,3,60,48,21,27,28,1,5561000.0,TZS,115854.17,48.2,76.7,28.5,48,School Hall,Training delivered by internal staff
TRN-2025-0254,GRT-2023-003,PRJ-2023-006,ACT-0023,LOC-KIL-001,FP-2025-06,STF-008,Gender and Rights Awareness,Vocational,Female Entrepreneurs,2025-06-24,2025-06-28,5,60,62,23,39,28,0,6867000.0,TZS,110758.06,34.8,71.5,36.7,62,District Council Hall,
TRN-2025-0255,GRT-2023-001,PRJ-2023-011,ACT-0061,LOC-MAN-001,FP-2025-01,STF-010,HIV AIDS Awareness,Vocational,Health Facility Staff,2025-01-15,2025-01-18,4,20,17,7,10,10,0,2560000.0,TZS,150588.24,35.4,62.3,26.9,0,Community Centre,Training delivered by government partner
TRN-2025-0256,GRT-2023-002,PRJ-2023-004,ACT-0015,LOC-ARU-002,FP-2025-01,STF-035,Teacher Pedagogy Training,Awareness,Parent Teachers Association Members,2025-01-06,2025-01-06,1,30,27,11,16,13,0,589000.0,TZS,21814.81,42.8,79.9,37.1,27,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0257,GRT-2024-002,PRJ-2024-003,ACT-0048,LOC-ARU-003,FP-2025-06,STF-012,Case Management Procedures,Financial Management,Community Child Protection Committee Members,2025-06-21,2025-06-24,4,30,30,14,16,10,0,4549000.0,TZS,151633.33,51.0,73.7,22.7,30,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0258,GRT-2023-001,PRJ-2023-002,ACT-0008,LOC-KIL-002,FP-2025-04,STF-022,First Aid and Emergency Response,Awareness,Community Health Workers,2025-04-10,2025-04-11,2,100,85,43,42,27,0,3673000.0,TZS,43211.76,,70.4,37.8,85,School Hall,Training delivered by government partner
TRN-2025-0259,GRT-2023-003,PRJ-2023-006,ACT-0024,LOC-KIL-001,FP-2025-09,STF-021,Leadership for Women,Financial Management,Youth Women,2025-09-25,2025-09-28,4,20,19,9,10,7,1,1741000.0,TZS,91631.58,51.2,70.9,19.7,19,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0260,GRT-2023-005,PRJ-2023-010,ACT-0054,LOC-KIL-001,FP-2025-04,STF-014,First Aid and Emergency Response,Awareness,Health Facility Staff,2025-04-02,2025-04-05,4,40,41,18,23,25,0,4786000.0,TZS,116731.71,51.8,72.7,20.9,41,Hotel Conference Room,Training delivered by government partner
TRN-2025-0261,GRT-2022-003,PRJ-2023-003,ACT-0014,LOC-KIL-003,FP-2025-09,STF-036,Nutrition Counselling,Technical,Village Health Workers,2025-09-25,2025-09-25,1,50,47,31,16,17,1,1445000.0,TZS,30744.68,50.3,70.3,20.0,0,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0262,GRT-2023-001,PRJ-2023-001,ACT-0002,LOC-KIL-001,FP-2025-04,STF-031,HIV AIDS Awareness,Financial Management,Health Facility Staff,2025-04-23,2025-04-27,5,80,73,40,33,37,1,14113000.0,TZS,193328.77,37.0,55.5,18.5,73,Government Office Meeting Room,Training delivered by government partner
TRN-2025-0263,GRT-2023-004,PRJ-2023-008,ACT-0033,LOC-MAN-002,FP-2025-10,STF-019,Conservation Agriculture,Vocational,Smallholder Farmers,2025-10-18,2025-10-21,4,25,23,15,8,7,1,2968000.0,TZS,129043.48,43.5,66.7,23.2,23,CDFT Training Centre,Training delivered by internal staff
TRN-2025-0264,GRT-2023-003,PRJ-2023-006,ACT-0021,LOC-KIL-001,FP-2025-02,STF-016,Leadership for Women,Leadership,Youth Women,2025-02-13,2025-02-16,4,80,82,48,34,26,1,7937000.0,TZS,96792.68,40.9,,29.9,82,Hotel Conference Room,
TRN-2025-0265,GRT-2022-003,PRJ-2023-003,ACT-0014,LOC-KIL-003,FP-2025-07,STF-038,Nutrition Counselling,Awareness,Village Health Workers,2025-07-22,2025-07-24,3,20,19,10,9,8,1,2318000.0,TZS,122000.0,47.8,83.7,35.9,19,CDFT Training Centre,
