allocation_id,grant_id,project_id,budget_line_id,activity_id,period_id,original_amount,revised_amount,currency,version,virement_reference,approved_by,approval_date,notes
BGA-0403,GRT-2021-001,PRJ-2023-007,BDL-0207,ACT-0027,FP-2025-07,1024.61,1024.61,GBP,1,,,,
BGA-0404,GRT-2021-001,PRJ-2023-007,BDL-0207,ACT-0026,FP-2025-08,1276.6,1276.6,GBP,1,,,,
BGA-0405,GRT-2021-001,PRJ-2023-007,BDL-0207,ACT-0027,FP-2025-09,1293.31,1293.31,GBP,1,,,,
BGA-0406,GRT-2021-001,PRJ-2023-007,BDL-0207,ACT-0029,FP-2025-10,724.43,724.43,GBP,1,,,,
BGA-0407,GRT-2021-001,PRJ-2023-007,BDL-0207,ACT-0026,FP-2025-11,766.01,878.4,GBP,2,VIR-2025-021,STF-001,2025-04-10,Quarterly reallocation
BGA-0408,GRT-2021-001,PRJ-2023-007,BDL-0207,ACT-0028,FP-2025-12,830.68,830.68,GBP,1,,,,
BGA-0409,GRT-2021-001,PRJ-2023-007,BDL-0198,ACT-0029,FP-2025-01,737.42,737.42,GBP,1,,,,
BGA-0410,GRT-2021-001,PRJ-2023-007,BDL-0198,ACT-0026,FP-2025-02,855.61,855.61,GBP,1,,,,
BGA-0411,GRT-2021-001,PRJ-2023-007,BDL-0198,ACT-0027,FP-2025-03,749.3,681.83,GBP,2,VIR-2025-004,STF-002,2025-05-10,Quarterly reallocation
BGA-0412,GRT-2021-001,PRJ-2023-007,BDL-0198,ACT-0029,FP-2025-04,927.03,927.03,GBP,1,,,,
BGA-0413,GRT-2021-001,PRJ-2023-007,BDL-0198,ACT-0030,FP-2025-05,982.61,982.61,GBP,1,,,,
BGA-0414,GRT-2021-001,PRJ-2023-007,BDL-0198,ACT-0026,FP-2025-06,1028.86,1028.86,GBP,1,,,,
BGA-0415,GRT-2021-001,PRJ-2023-007,BDL-0198,ACT-0027,FP-2025-07,1070.31,1070.31,GBP,1,,,,
BGA-0416,GRT-2021-001,PRJ-2023-007,BDL-0198,ACT-0028,FP-2025-08,1378.17,1378.17,GBP,1,,,,
BGA-0417,GRT-2021-001,PRJ-2023-007,BDL-0198,ACT-0026,FP-2025-09,1107.77,1107.77,GBP,1,,,,
BGA-0418,GRT-2021-001,PRJ-2023-007,BDL-0198,ACT-0027,FP-2025-10,669.02,669.02,GBP,1,,,,
BGA-0419,GRT-2021-001,PRJ-2023-007,BDL-0198,ACT-0029,FP-2025-11,595.97,553.65,GBP,2,VIR-2025-040,STF-003,2025-01-15,Quarterly reallocation
BGA-0420,GRT-2021-001,PRJ-2023-007,BDL-0198,ACT-0027,FP-2025-12,668.77,668.77,GBP,1,,,,
BGA-0421,GRT-2023-004,PRJ-2023-008,BDL-0103,ACT-0033,FP-2025-01,1792.18,1792.18,EUR,1,,,,
BGA-0422,GRT-2023-004,PRJ-2023-008,BDL-0103,ACT-0033,FP-2025-02,1555.66,1555.66,EUR,1,,,,
BGA-0423,GRT-2023-004,PRJ-2023-008,BDL-0103,ACT-0031,FP-2025-03,1961.98,1961.98,EUR,1,,,,
BGA-0424,GRT-2023-004,PRJ-2023-008,BDL-0103,ACT-0031,FP-2025-04,2346.83,2346.83,EUR,1,,,,
BGA-0425,GRT-2023-004,PRJ-2023-008,BDL-0103,ACT-0031,FP-2025-05,2274.4,2274.4,EUR,1,,,,
BGA-0426,GRT-2023-004,PRJ-2023-008,BDL-0103,ACT-0031,FP-2025-06,2508.78,2508.78,EUR,1,,,,
BGA-0427,GRT-2023-004,PRJ-2023-008,BDL-0103,ACT-0033,FP-2025-07,2871.16,2871.16,EUR,1,,,,
BGA-0428,GRT-2023-004,PRJ-2023-008,BDL-0103,ACT-0031,FP-2025-08,2477.98,2477.98,EUR,1,,,,
BGA-0429,GRT-2023-004,PRJ-2023-008,BDL-0103,ACT-0031,FP-2025-09,2559.64,2559.64,EUR,1,,,,
BGA-0430,GRT-2023-004,PRJ-2023-008,BDL-0103,ACT-0031,FP-2025-10,2052.26,2089.08,EUR,2,VIR-2025-025,STF-001,2025-02-15,Quarterly reallocation
BGA-0431,GRT-2023-004,PRJ-2023-008,BDL-0103,ACT-0034,FP-2025-11,2104.28,2104.28,EUR,1,,,,
BGA-0432,GRT-2023-004,PRJ-2023-008,BDL-0103,ACT-0033,FP-2025-12,1596.98,1596.98,EUR,1,,,,
BGA-0433,GRT-2023-004,PRJ-2023-008,BDL-0100,ACT-0033,FP-2025-01,3141.98,2921.57,EUR,2,VIR-2025-044,STF-001,2025-02-15,Quarterly reallocation
BGA-0434,GRT-2023-004,PRJ-2023-008,BDL-0100,ACT-0031,FP-2025-02,3075.48,3075.48,EUR,1,,,,
BGA-0435,GRT-2023-004,PRJ-2023-008,BDL-0100,ACT-0034,FP-2025-03,4086.57,4562.69,EUR,2,VIR-2025-050,STF-002,2025-03-25,Quarterly reallocation
BGA-0436,GRT-2023-004,PRJ-2023-008,BDL-0100,ACT-0033,FP-2025-04,4040.73,4040.73,EUR,1,,,,
BGA-0437,GRT-2023-004,PRJ-2023-008,BDL-0100,ACT-0033,FP-2025-05,4262.07,4262.07,EUR,1,,,,
BGA-0438,GRT-2023-004,PRJ-2023-008,BDL-0100,ACT-0033,FP-2025-06,5305.77,5305.77,EUR,1,,,,
BGA-0439,GRT-2023-004,PRJ-2023-008,BDL-0100,ACT-0032,FP-2025-07,5736.41,5736.41,EUR,1,,,,
BGA-0440,GRT-2023-004,PRJ-2023-008,BDL-0100,ACT-0032,FP-2025-08,6047.99,6047.99,EUR,1,,,,
BGA-0441,GRT-2023-004,PRJ-2023-008,BDL-0100,ACT-0031,FP-2025-09,4760.03,4760.03,EUR,1,,,,
BGA-0442,GRT-2023-004,PRJ-2023-008,BDL-0100,ACT-0031,FP-2025-10,3089.05,3089.05,EUR,1,,,,
BGA-0443,GRT-2023-004,PRJ-2023-008,BDL-0100,ACT-0034,FP-2025-11,4082.3,4540.54,EUR,2,VIR-2025-047,STF-002,2025-01-27,Quarterly reallocation
BGA-0444,GRT-2023-004,PRJ-2023-008,BDL-0100,ACT-0034,FP-2025-12,3050.59,3050.59,EUR,1,,,,
BGA-0445,GRT-2023-004,PRJ-2023-008,BDL-0104,ACT-0032,FP-2025-01,584.73,630.29,EUR,2,VIR-2025-006,STF-001,2025-08-24,Quarterly reallocation
BGA-0446,GRT-2023-004,PRJ-2023-008,BDL-0104,ACT-0034,FP-2025-02,523.59,523.59,EUR,1,,,,
BGA-0447,GRT-2023-004,PRJ-2023-008,BDL-0104,ACT-0031,FP-2025-03,633.73,633.73,EUR,1,,,,
BGA-0448,GRT-2023-004,PRJ-2023-008,BDL-0104,ACT-0034,FP-2025-04,847.77,847.77,EUR,1,,,,
BGA-0449,GRT-2023-004,PRJ-2023-008,BDL-0104,ACT-0034,FP-2025-05,681.57,681.57,EUR,1,,,,
BGA-0450,GRT-2023-004,PRJ-2023-008,BDL-0104,ACT-0033,FP-2025-06,874.6,874.6,EUR,1,,,,
BGA-0451,GRT-2023-004,PRJ-2023-008,BDL-0104,ACT-0034,FP-2025-07,848.83,848.83,EUR,1,,,,
BGA-0452,GRT-2023-004,PRJ-2023-008,BDL-0104,ACT-0033,FP-2025-08,1013.92,1013.92,EUR,1,,,,
BGA-0453,GRT-2023-004,PRJ-2023-008,BDL-0104,ACT-0032,FP-2025-09,920.82,920.82,EUR,1,,,,
BGA-0454,GRT-2023-004,PRJ-2023-008,BDL-0104,ACT-0031,FP-2025-10,501.22,501.22,EUR,1,,,,
BGA-0455,GRT-2023-004,PRJ-2023-008,BDL-0104,ACT-0034,FP-2025-11,505.75,505.75,EUR,1,,,,
BGA-0456,GRT-2023-004,PRJ-2023-008,BDL-0104,ACT-0033,FP-2025-12,542.96,542.96,EUR,1,,,,
BGA-0457,GRT-2023-004,PRJ-2023-008,BDL-0117,ACT-0033,FP-2025-01,6683.88,6683.88,EUR,1,,,,
BGA-0458,GRT-2023-004,PRJ-2023-008,BDL-0117,ACT-0031,FP-2025-02,5553.7,5553.7,EUR,1,,,,
BGA-0459,GRT-2023-004,PRJ-2023-008,BDL-0117,ACT-0031,FP-2025-03,4864.42,4864.42,EUR,1,,,,
BGA-0460,GRT-2023-004,PRJ-2023-008,BDL-0117,ACT-0032,FP-2025-04,6991.38,6991.38,EUR,1,,,,
BGA-0461,GRT-2023-004,PRJ-2023-008,BDL-0117,ACT-0033,FP-2025-05,6600.6,6600.6,EUR,1,,,,
BGA-0462,GRT-2023-004,PRJ-2023-008,BDL-0117,ACT-0033,FP-2025-06,7563.39,7298.99,EUR,2,VIR-2025-012,STF-001,2025-09-01,Quarterly reallocation
BGA-0463,GRT-2023-004,PRJ-2023-008,BDL-0117,ACT-0032,FP-2025-07,8673.26,8673.26,EUR,1,,,,
BGA-0464,GRT-2023-004,PRJ-2023-008,BDL-0117,ACT-0032,FP-2025-08,7556.21,7556.21,EUR,1,,,,
BGA-0465,GRT-2023-004,PRJ-2023-008,BDL-0117,ACT-0032,FP-2025-09,7652.63,7137.45,EUR,2,VIR-2025-026,STF-002,2025-06-25,Quarterly reallocation
BGA-0466,GRT-2023-004,PRJ-2023-008,BDL-0117,ACT-0033,FP-2025-10,5930.1,5930.1,EUR,1,,,,
BGA-0467,GRT-2023-004,PRJ-2023-008,BDL-0117,ACT-0031,FP-2025-11,6577.45,6244.88,EUR,2,VIR-2025-042,STF-002,2025-07-27,Quarterly reallocation
BGA-0468,GRT-2023-004,PRJ-2023-008,BDL-0117,ACT-0033,FP-2025-12,4799.44,4799.44,EUR,1,,,,
BGA-0469,GRT-2023-004,PRJ-2023-008,BDL-0102,ACT-0031,FP-2025-01,506.26,506.26,EUR,1,,,,
BGA-0470,GRT-2023-004,PRJ-2023-008,BDL-0102,ACT-0034,FP-2025-02,517.1,517.1,EUR,1,,,,
BGA-0471,GRT-2023-004,PRJ-2023-008,BDL-0102,ACT-0034,FP-2025-03,595.37,595.37,EUR,1,,,,
BGA-0472,GRT-2023-004,PRJ-2023-008,BDL-0102,ACT-0032,FP-2025-04,725.55,725.55,EUR,1,,,,
BGA-0473,GRT-2023-004,PRJ-2023-008,BDL-0102,ACT-0032,FP-2025-05,759.67,759.67,EUR,1,,,,
BGA-0474,GRT-2023-004,PRJ-2023-008,BDL-0102,ACT-0032,FP-2025-06,679.42,679.42,EUR,1,,,,
BGA-0475,GRT-2023-004,PRJ-2023-008,BDL-0102,ACT-0034,FP-2025-07,1010.27,1010.27,EUR,1,,,,
BGA-0476,GRT-2023-004,PRJ-2023-008,BDL-0102,ACT-0032,FP-2025-08,786.52,786.52,EUR,1,,,,
BGA-0477,GRT-2023-004,PRJ-2023-008,BDL-0102,ACT-0032,FP-2025-09,923.24,923.24,EUR,1,,,,
BGA-0478,GRT-2023-004,PRJ-2023-008,BDL-0102,ACT-0031,FP-2025-10,627.48,627.48,EUR,1,,,,
BGA-0479,GRT-2023-004,PRJ-2023-008,BDL-0102,ACT-0033,FP-2025-11,713.02,713.02,EUR,1,,,,
BGA-0480,GRT-2023-004,PRJ-2023-008,BDL-0102,ACT-0033,FP-2025-12,591.45,591.45,EUR,1,,,,
BGA-0481,GRT-2023-004,PRJ-2023-009,BDL-0118,ACT-0035,FP-2025-01,1781.89,1781.89,EUR,1,,,,
BGA-0482,GRT-2023-004,PRJ-2023-009,BDL-0118,ACT-0036,FP-2025-02,1658.86,1658.86,EUR,1,,,,
BGA-0483,GRT-2023-004,PRJ-2023-009,BDL-0118,ACT-0037,FP-2025-03,1682.8,1682.8,EUR,1,,,,
BGA-0484,GRT-2023-004,PRJ-2023-009,BDL-0118,ACT-0035,FP-2025-04,2697.92,2697.92,EUR,1,,,,
BGA-0485,GRT-2023-004,PRJ-2023-009,BDL-0118,ACT-0037,FP-2025-05,3403.51,3403.51,EUR,1,,,,
BGA-0486,GRT-2023-004,PRJ-2023-009,BDL-0118,ACT-0037,FP-2025-06,2564.84,2564.84,EUR,1,,,,
BGA-0487,GRT-2023-004,PRJ-2023-009,BDL-0118,ACT-0035,FP-2025-07,2688.97,2688.97,EUR,1,,,,
BGA-0488,GRT-2023-004,PRJ-2023-009,BDL-0118,ACT-0036,FP-2025-08,3368.8,3368.8,EUR,1,,,,
BGA-0489,GRT-2023-004,PRJ-2023-009,BDL-0118,ACT-0035,FP-2025-09,3079.9,3079.9,EUR,1,,,,
BGA-0490,GRT-2023-004,PRJ-2023-009,BDL-0118,ACT-0037,FP-2025-10,1778.85,1778.85,EUR,1,,,,
BGA-0491,GRT-2023-004,PRJ-2023-009,BDL-0118,ACT-0035,FP-2025-11,2205.18,2205.18,EUR,1,,,,
BGA-0492,GRT-2023-004,PRJ-2023-009,BDL-0118,ACT-0037,FP-2025-12,2209.94,2209.94,EUR,1,,,,
BGA-0493,GRT-2023-004,PRJ-2023-009,BDL-0116,ACT-0035,FP-2025-01,816.71,816.71,EUR,1,,,,
BGA-0494,GRT-2023-004,PRJ-2023-009,BDL-0116,ACT-0036,FP-2025-02,903.71,903.71,EUR,1,,,,
BGA-0495,GRT-2023-004,PRJ-2023-009,BDL-0116,ACT-0035,FP-2025-03,809.87,809.87,EUR,1,,,,
BGA-0496,GRT-2023-004,PRJ-2023-009,BDL-0116,ACT-0035,FP-2025-04,932.27,932.27,EUR,1,,,,
BGA-0497,GRT-2023-004,PRJ-2023-009,BDL-0116,ACT-0036,FP-2025-05,900.91,900.91,EUR,1,,,,
BGA-0498,GRT-2023-004,PRJ-2023-009,BDL-0116,ACT-0035,FP-2025-06,1301.41,1301.41,EUR,1,,,,
BGA-0499,GRT-2023-004,PRJ-2023-009,BDL-0116,ACT-0036,FP-2025-07,1193.14,1193.14,EUR,1,,,,
BGA-0500,GRT-2023-004,PRJ-2023-009,BDL-0116,ACT-0037,FP-2025-08,1049.81,1049.81,EUR,1,,,,
BGA-0501,GRT-2023-004,PRJ-2023-009,BDL-0116,ACT-0037,FP-2025-09,1486.98,1486.98,EUR,1,,,,
BGA-0502,GRT-2023-004,PRJ-2023-009,BDL-0116,ACT-0036,FP-2025-10,911.35,911.35,EUR,1,,,,
BGA-0503,GRT-2023-004,PRJ-2023-009,BDL-0116,ACT-0037,FP-2025-11,861.61,861.61,EUR,1,,,,
BGA-0504,GRT-2023-004,PRJ-2023-009,BDL-0116,ACT-0035,FP-2025-12,669.34,669.34,EUR,1,,,,
BGA-0505,GRT-2023-004,PRJ-2023-009,BDL-0110,ACT-0036,FP-2025-01,1017.07,1017.07,EUR,1,,,,
BGA-0506,GRT-2023-004,PRJ-2023-009,BDL-0110,ACT-0037,FP-2025-02,954.18,954.18,EUR,1,,,,
BGA-0507,GRT-2023-004,PRJ-2023-009,BDL-0110,ACT-0037,FP-2025-03,791.99,791.99,EUR,1,,,,
BGA-0508,GRT-2023-004,PRJ-2023-009,BDL-0110,ACT-0036,FP-2025-04,1288.82,1288.82,EUR,1,,,,
BGA-0509,GRT-2023-004,PRJ-2023-009,BDL-0110,ACT-0035,FP-2025-05,1063.78,1063.78,EUR,1,,,,
BGA-0510,GRT-2023-004,PRJ-2023-009,BDL-0110,ACT-0036,FP-2025-06,1138.02,1138.02,EUR,1,,,,
BGA-0511,GRT-2023-004,PRJ-2023-009,BDL-0110,ACT-0037,FP-2025-07,1163.32,1163.32,EUR,1,,,,
BGA-0512,GRT-2023-004,PRJ-2023-009,BDL-0110,ACT-0037,FP-2025-08,1612.46,1612.46,EUR,1,,,,
BGA-0513,GRT-2023-004,PRJ-2023-009,BDL-0110,ACT-0037,FP-2025-09,1111.38,1111.38,EUR,1,,,,
BGA-0514,GRT-2023-004,PRJ-2023-009,BDL-0110,ACT-0036,FP-2025-10,759.04,759.04,EUR,1,,,,
BGA-0515,GRT-2023-004,PRJ-2023-009,BDL-0110,ACT-0035,FP-2025-11,731.62,731.62,EUR,1,,,,
BGA-0516,GRT-2023-004,PRJ-2023-009,BDL-0110,ACT-0037,FP-2025-12,802.08,802.08,EUR,1,,,,
BGA-0517,GRT-2023-004,PRJ-2023-009,BDL-0112,ACT-0037,FP-2025-01,2233.57,2384.35,EUR,2,VIR-2025-047,STF-002,2025-04-25,Quarterly reallocation
BGA-0518,GRT-2023-004,PRJ-2023-009,BDL-0112,ACT-0037,FP-2025-02,1557.05,1557.05,EUR,1,,,,
BGA-0519,GRT-2023-004,PRJ-2023-009,BDL-0112,ACT-0035,FP-2025-03,1600.71,1600.71,EUR,1,,,,
BGA-0520,GRT-2023-004,PRJ-2023-009,BDL-0112,ACT-0036,FP-2025-04,2948.27,3193.41,EUR,2,VIR-2025-011,STF-002,2025-05-07,Quarterly reallocation
BGA-0521,GRT-2023-004,PRJ-2023-009,BDL-0112,ACT-0036,FP-2025-05,3123.15,3123.15,EUR,1,,,,
BGA-0522,GRT-2023-004,PRJ-2023-009,BDL-0112,ACT-0037,FP-2025-06,2277.44,2277.44,EUR,1,,,,
BGA-0523,GRT-2023-004,PRJ-2023-009,BDL-0112,ACT-0035,FP-2025-07,3283.44,3283.44,EUR,1,,,,
BGA-0524,GRT-2023-004,PRJ-2023-009,BDL-0112,ACT-0035,FP-2025-08,3036.12,3036.12,EUR,1,,,,
BGA-0525,GRT-2023-004,PRJ-2023-009,BDL-0112,ACT-0035,FP-2025-09,2842.43,2842.43,EUR,1,,,,
BGA-0526,GRT-2023-004,PRJ-2023-009,BDL-0112,ACT-0036,FP-2025-10,1605.67,1605.67,EUR,1,,,,
BGA-0527,GRT-2023-004,PRJ-2023-009,BDL-0112,ACT-0035,FP-2025-11,1672.79,1646.84,EUR,2,VIR-2025-040,STF-002,2025-06-30,Quarterly reallocation
BGA-0528,GRT-2023-004,PRJ-2023-009,BDL-0112,ACT-0035,FP-2025-12,1572.22,1572.22,EUR,1,,,,
BGA-0529,GRT-2023-004,PRJ-2023-009,BDL-0104,ACT-0035,FP-2025-01,611.78,611.78,EUR,1,,,,
BGA-0530,GRT-2023-004,PRJ-2023-009,BDL-0104,ACT-0035,FP-2025-02,493.04,493.04,EUR,1,,,,
BGA-0531,GRT-2023-004,PRJ-2023-009,BDL-0104,ACT-0037,FP-2025-03,565.31,565.31,EUR,1,,,,
BGA-0532,GRT-2023-004,PRJ-2023-009,BDL-0104,ACT-0036,FP-2025-04,834.42,834.42,EUR,1,,,,
BGA-0533,GRT-2023-004,PRJ-2023-009,BDL-0104,ACT-0037,FP-2025-05,735.03,762.53,EUR,2,VIR-2025-032,STF-001,2025-01-14,Quarterly reallocation
BGA-0534,GRT-2023-004,PRJ-2023-009,BDL-0104,ACT-0036,FP-2025-06,775.52,775.52,EUR,1,,,,
BGA-0535,GRT-2023-004,PRJ-2023-009,BDL-0104,ACT-0036,FP-2025-07,1060.16,1060.16,EUR,1,,,,
BGA-0536,GRT-2023-004,PRJ-2023-009,BDL-0104,ACT-0035,FP-2025-08,825.81,874.99,EUR,2,VIR-2025-006,STF-002,2025-08-05,Quarterly reallocation
BGA-0537,GRT-2023-004,PRJ-2023-009,BDL-0104,ACT-0036,FP-2025-09,794.21,794.21,EUR,1,,,,
BGA-0538,GRT-2023-004,PRJ-2023-009,BDL-0104,ACT-0035,FP-2025-10,584.04,584.04,EUR,1,,,,
BGA-0539,GRT-2023-004,PRJ-2023-009,BDL-0104,ACT-0036,FP-2025-11,619.89,619.89,EUR,1,,,,
BGA-0540,GRT-2023-004,PRJ-2023-009,BDL-0104,ACT-0036,FP-2025-12,677.05,677.05,EUR,1,,,,
BGA-0541,GRT-2024-001,PRJ-2024-001,BDL-0084,ACT-0038,FP-2025-01,5774.8,5774.8,USD,1,,,,
BGA-0542,GRT-2024-001,PRJ-2024-001,BDL-0084,ACT-0038,FP-2025-02,5579.96,5579.96,USD,1,,,,
BGA-0543,GRT-2024-001,PRJ-2024-001,BDL-0084,ACT-0041,FP-2025-03,5410.25,5410.25,USD,1,,,,
BGA-0544,GRT-2024-001,PRJ-2024-001,BDL-0084,ACT-0038,FP-2025-04,10788.27,10788.27,USD,1,,,,
BGA-0545,GRT-2024-001,PRJ-2024-001,BDL-0084,ACT-0041,FP-2025-05,10316.5,10316.5,USD,1,,,,
BGA-0546,GRT-2024-001,PRJ-2024-001,BDL-0084,ACT-0041,FP-2025-06,10769.83,10769.83,USD,1,,,,
BGA-0547,GRT-2024-001,PRJ-2024-001,BDL-0084,ACT-0040,FP-2025-07,10677.65,10677.65,USD,1,,,,
BGA-0548,GRT-2024-001,PRJ-2024-001,BDL-0084,ACT-0038,FP-2025-08,8628.38,8628.38,USD,1,,,,
BGA-0549,GRT-2024-001,PRJ-2024-001,BDL-0084,ACT-0039,FP-2025-09,10384.59,10384.59,USD,1,,,,
BGA-0550,GRT-2024-001,PRJ-2024-001,BDL-0084,ACT-0039,FP-2025-10,5499.94,5499.94,USD,1,,,,
BGA-0551,GRT-2024-001,PRJ-2024-001,BDL-0084,ACT-0039,FP-2025-11,7649.77,7649.77,USD,1,,,,
BGA-0552,GRT-2024-001,PRJ-2024-001,BDL-0084,ACT-0041,FP-2025-12,7285.05,7285.05,USD,1,,,,
BGA-0553,GRT-2024-001,PRJ-2024-001,BDL-0091,ACT-0039,FP-2025-01,1692.54,1692.54,USD,1,,,,
BGA-0554,GRT-2024-001,PRJ-2024-001,BDL-0091,ACT-0040,FP-2025-02,2440.85,2440.85,USD,1,,,,
BGA-0555,GRT-2024-001,PRJ-2024-001,BDL-0091,ACT-0038,FP-2025-03,1889.11,1889.11,USD,1,,,,
BGA-0556,GRT-2024-001,PRJ-2024-001,BDL-0091,ACT-0040,FP-2025-04,2379.43,2379.43,USD,1,,,,
BGA-0557,GRT-2024-001,PRJ-2024-001,BDL-0091,ACT-0038,FP-2025-05,3256.85,3256.85,USD,1,,,,
BGA-0558,GRT-2024-001,PRJ-2024-001,BDL-0091,ACT-0041,FP-2025-06,3176.95,3176.95,USD,1,,,,
BGA-0559,GRT-2024-001,PRJ-2024-001,BDL-0091,ACT-0038,FP-2025-07,2752.56,2752.56,USD,1,,,,
BGA-0560,GRT-2024-001,PRJ-2024-001,BDL-0091,ACT-0038,FP-2025-08,3811.11,3811.11,USD,1,,,,
BGA-0561,GRT-2024-001,PRJ-2024-001,BDL-0091,ACT-0040,FP-2025-09,3629.76,3629.76,USD,1,,,,
BGA-0562,GRT-2024-001,PRJ-2024-001,BDL-0091,ACT-0041,FP-2025-10,2343.64,2343.64,USD,1,,,,
BGA-0563,GRT-2024-001,PRJ-2024-001,BDL-0091,ACT-0039,FP-2025-11,2094.55,2094.55,USD,1,,,,
BGA-0564,GRT-2024-001,PRJ-2024-001,BDL-0091,ACT-0041,FP-2025-12,1853.0,1853.0,USD,1,,,,
BGA-0565,GRT-2024-001,PRJ-2024-001,BDL-0090,ACT-0040,FP-2025-01,3804.02,3804.02,USD,1,,,,
BGA-0566,GRT-2024-001,PRJ-2024-001,BDL-0090,ACT-0041,FP-2025-02,5020.03,5673.68,USD,2,VIR-2025-024,STF-001,2025-03-28,Quarterly reallocation
BGA-0567,GRT-2024-001,PRJ-2024-001,BDL-0090,ACT-0040,FP-2025-03,5256.75,5256.75,USD,1,,,,
BGA-0568,GRT-2024-001,PRJ-2024-001,BDL-0090,ACT-0038,FP-2025-04,7425.96,7425.96,USD,1,,,,
BGA-0569,GRT-2024-001,PRJ-2024-001,BDL-0090,ACT-0040,FP-2025-05,7764.63,7764.63,USD,1,,,,
BGA-0570,GRT-2024-001,PRJ-2024-001,BDL-0090,ACT-0040,FP-2025-06,7769.13,7769.13,USD,1,,,,
BGA-0571,GRT-2024-001,PRJ-2024-001,BDL-0090,ACT-0038,FP-2025-07,6774.95,6774.95,USD,1,,,,
BGA-0572,GRT-2024-001,PRJ-2024-001,BDL-0090,ACT-0041,FP-2025-08,6531.7,6531.7,USD,1,,,,
BGA-0573,GRT-2024-001,PRJ-2024-001,BDL-0090,ACT-0040,FP-2025-09,8182.61,8182.61,USD,1,,,,
BGA-0574,GRT-2024-001,PRJ-2024-001,BDL-0090,ACT-0039,FP-2025-10,5263.53,5263.53,USD,1,,,,
BGA-0575,GRT-2024-001,PRJ-2024-001,BDL-0090,ACT-0041,FP-2025-11,3854.08,3854.08,USD,1,,,,
BGA-0576,GRT-2024-001,PRJ-2024-001,BDL-0090,ACT-0038,FP-2025-12,3984.75,3984.75,USD,1,,,,
BGA-0577,GRT-2024-001,PRJ-2024-001,BDL-0097,ACT-0039,FP-2025-01,6671.69,6671.69,USD,1,,,,
BGA-0578,GRT-2024-001,PRJ-2024-001,BDL-0097,ACT-0041,FP-2025-02,8707.32,8707.32,USD,1,,,,
BGA-0579,GRT-2024-001,PRJ-2024-001,BDL-0097,ACT-0039,FP-2025-03,6293.63,6293.63,USD,1,,,,
BGA-0580,GRT-2024-001,PRJ-2024-001,BDL-0097,ACT-0041,FP-2025-04,9771.08,9771.08,USD,1,,,,
BGA-0581,GRT-2024-001,PRJ-2024-001,BDL-0097,ACT-0038,FP-2025-05,11324.13,11324.13,USD,1,,,,
BGA-0582,GRT-2024-001,PRJ-2024-001,BDL-0097,ACT-0041,FP-2025-06,9633.41,9633.41,USD,1,,,,
BGA-0583,GRT-2024-001,PRJ-2024-001,BDL-0097,ACT-0040,FP-2025-07,10693.59,10693.59,USD,1,,,,
BGA-0584,GRT-2024-001,PRJ-2024-001,BDL-0097,ACT-0040,FP-2025-08,11512.04,11512.04,USD,1,,,,
BGA-0585,GRT-2024-001,PRJ-2024-001,BDL-0097,ACT-0040,FP-2025-09,13499.48,13499.48,USD,1,,,,
BGA-0586,GRT-2024-001,PRJ-2024-001,BDL-0097,ACT-0039,FP-2025-10,6222.7,6933.82,USD,2,VIR-2025-042,STF-001,2025-06-23,Quarterly reallocation
BGA-0587,GRT-2024-001,PRJ-2024-001,BDL-0097,ACT-0038,FP-2025-11,6772.95,6772.95,USD,1,,,,
BGA-0588,GRT-2024-001,PRJ-2024-001,BDL-0097,ACT-0038,FP-2025-12,8792.19,8792.19,USD,1,,,,
BGA-0589,GRT-2024-001,PRJ-2024-001,BDL-0087,ACT-0039,FP-2025-01,6434.84,6434.84,USD,1,,,,
BGA-0590,GRT-2024-001,PRJ-2024-001,BDL-0087,ACT-0040,FP-2025-02,6765.27,7117.65,USD,2,VIR-2025-020,STF-003,2025-07-01,Quarterly reallocation
BGA-0591,GRT-2024-001,PRJ-2024-001,BDL-0087,ACT-0041,FP-2025-03,6873.46,6873.46,USD,1,,,,
BGA-0592,GRT-2024-001,PRJ-2024-001,BDL-0087,ACT-0039,FP-2025-04,10383.31,10383.31,USD,1,,,,
BGA-0593,GRT-2024-001,PRJ-2024-001,BDL-0087,ACT-0041,FP-2025-05,8981.84,8981.84,USD,1,,,,
BGA-0594,GRT-2024-001,PRJ-2024-001,BDL-0087,ACT-0040,FP-2025-06,9410.73,9790.59,USD,2,VIR-2025-039,STF-003,2025-03-14,Quarterly reallocation
BGA-0595,GRT-2024-001,PRJ-2024-001,BDL-0087,ACT-0038,FP-2025-07,9564.91,9564.91,USD,1,,,,
BGA-0596,GRT-2024-001,PRJ-2024-001,BDL-0087,ACT-0040,FP-2025-08,9722.25,9722.25,USD,1,,,,
BGA-0597,GRT-2024-001,PRJ-2024-001,BDL-0087,ACT-0040,FP-2025-09,11907.86,11907.86,USD,1,,,,
BGA-0598,GRT-2024-001,PRJ-2024-001,BDL-0087,ACT-0039,FP-2025-10,5691.67,5691.67,USD,1,,,,
BGA-0599,GRT-2024-001,PRJ-2024-001,BDL-0087,ACT-0041,FP-2025-11,7541.75,7541.75,USD,1,,,,
BGA-0600,GRT-2024-001,PRJ-2024-001,BDL-0087,ACT-0038,FP-2025-12,6919.73,6919.73,USD,1,,,,
BGA-0601,GRT-2024-001,PRJ-2024-002,BDL-0098,ACT-0043,FP-2025-01,10147.65,10003.47,USD,2,VIR-2025-046,STF-001,2025-06-25,Quarterly reallocation
