expenditure_id,grant_id,project_id,activity_id,budget_line_id,account_id,cost_centre_id,location_id,period_id,transaction_date,transaction_type,vendor_id,staff_id,procurement_id,description,amount_original,original_currency,exchange_rate,amount_usd,amount_grant_currency,authorised_by,posted_by,posted_date,document_reference,payment_method,payment_reference,is_reversal,reversal_reference,notes
EXP-2025-03718,GRT-2024-001,PRJ-2024-001,ACT-0041,BDL-0099,ACC-5404,CC-PRG-AGR,LOC-MAN-001,FP-2025-06,2025-06-02,M&E Activities,,,,M&E Activities - PRJ-2024-001 - Jun 2025,707000.0,TZS,2451.4,288.41,288.41,STF-007,STF-005,2025-06-06,INV-7309-2025-3718,Cheque,CHQ-53465,False,,
EXP-2025-03719,GRT-2023-002,PRJ-2023-004,ACT-0017,BDL-0026,ACC-5002,CC-PRG-EDU,LOC-ARU-002,FP-2025-06,2025-06-07,Salary Payment,,STF-040,,Salary Payment - PRJ-2023-004 - Jun 2025,5123000.0,TZS,2557.92,2002.8,2002.8,STF-010,STF-003,2025-06-12,INV-2037-2025-3719,Bank Transfer,TRF-20250607-3719,False,,
EXP-2025-03720,GRT-2024-004,PRJ-2024-006,ACT-0068,BDL-0212,ACC-5305,CC-PRG-CLR,LOC-MAN-002,FP-2025-06,2025-06-07,Office Supplies,VND-0136,,,Office Supplies - PRJ-2024-006 - Jun 2025,47000.0,TZS,2492.82,18.85,18.85,STF-006,STF-003,2025-06-12,INV-8308-2025-3720,Bank Transfer,TRF-20250607-3720,False,,
EXP-2025-03721,GRT-2023-005,PRJ-2023-010,ACT-0055,BDL-0146,ACC-5405,CC-PRG-HLT,LOC-KIL-001,FP-2025-06,2025-06-30,Community Outreach,,,,Community Outreach - PRJ-2023-010 - Jun 2025,147000.0,TZS,2457.22,59.82,59.82,STF-007,STF-006,2025-07-05,INV-2112-2025-3721,Bank Transfer,TRF-20250630-3721,False,,
EXP-2025-03722,GRT-2024-002,PRJ-2024-004,ACT-0050,BDL-0154,ACC-5103,CC-PRG-CHP,LOC-MAN-004,FP-2025-06,2025-06-02,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2024-004 - Jun 2025,630000.0,TZS,2459.52,256.15,256.15,STF-003,STF-004,2025-06-06,INV-9994-2025-3722,Cash,,False,,
EXP-2025-03723,GRT-2024-001,PRJ-2024-002,ACT-0044,BDL-0096,ACC-5302,CC-PRG-AGR,LOC-KIL-004,FP-2025-06,20-Jun-2025,Agricultural Inputs,,,,,790000.0,TZS,2542.42,310.73,310.73,STF-006,STF-005,2025-06-21,INV-6374-2025-3723,Bank Transfer,TRF-20250620-3723,False,,
EXP-2025-03724,GRT-2023-001,PRJ-2023-011,ACT-0064,BDL-0005,ACC-5101,CC-PRG-HLT,LOC-MAN-001,FP-2025-06,2025-06-12,Domestic Travel,,STF-091,,Domestic Travel - PRJ-2023-011 - Jun 2025,141000.0,TZS,2541.23,55.48,55.48,STF-006,STF-002,2025-06-13,INV-1475-2025-3724,Bank Transfer,TRF-20250612-3724,False,,
EXP-2025-03725,GRT-2024-003,PRJ-2024-005,ACT-0057,BDL-0181,ACC-5404,CC-PRG-HLT,LOC-ARU-004,FP-2025-06,2025-06-15,M&E Activities,,,,M&E Activities - PRJ-2024-005 - Jun 2025,200000.0,TZS,2477.62,80.72,80.72,STF-003,STF-002,2025-06-20,INV-2471-2025-3725,Mobile Money,CHQ-25646,False,,
EXP-2025-03726,GRT-2022-004,PRJ-2023-005,ACT-0020,BDL-0130,ACC-5303,CC-PRG-EDU,LOC-KIL-001,FP-2025-06,2025-06-18,ICT Equipment,VND-0002,,PRC-2025-0604,ICT Equipment - PRJ-2023-005 - Jun 2025,3329000.0,TZS,2476.55,1344.21,1344.21,STF-003,STF-004,2025-06-22,INV-2850-2025-3726,Bank Transfer,TRF-20250618-3726,False,,
EXP-2025-03727,GRT-2023-001,PRJ-2023-011,ACT-0061,BDL-0015,ACC-5305,CC-PRG-HLT,LOC-MAN-001,FP-2025-06,2025-06-04,Office Supplies,VND-0123,,,Office Supplies - PRJ-2023-011 - Jun 2025,44000.0,TZS,2511.39,17.52,17.52,STF-003,STF-004,2025-06-09,INV-5406-2025-3727,Bank Transfer,TRF-20250604-3727,False,,
EXP-2025-03728,GRT-2023-004,PRJ-2023-008,ACT-0034,BDL-0108,ACC-5101,CC-PRG-CLR,LOC-MAN-002,FP-2025-06,2025-06-30,Domestic Travel,,STF-033,,Domestic Travel - PRJ-2023-008 - Jun 2025,372000.0,TZS,2460.78,151.17,151.17,STF-002,STF-006,2025-07-04,INV-7300-2025-3728,Bank Transfer,TRF-20250630-3728,False,,
EXP-2025-03729,GRT-2024-001,PRJ-2024-007,ACT-0075,BDL-0096,ACC-5103,CC-PRG-AGR,LOC-ARU-002,FP-2025-06,2025-06-01,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2024-007 - Jun 2025,841000.0,TZS,2544.22,330.55,330.55,STF-009,STF-003,2025-06-06,INV-4833-2025-3729,Bank Transfer,TRF-20250601-3729,False,,
EXP-2025-03730,GRT-2022-003,PRJ-2023-003,ACT-0014,BDL-0055,ACC-5103,CC-PRG-HLT,LOC-KIL-003,FP-2025-06,2025-06-15,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2023-003 - Jun 2025,532000.0,TZS,2458.74,216.37,216.37,STF-001,STF-005,2025-06-17,INV-4631-2025-3730,Mobile Money,CHQ-43151,False,,
EXP-2025-03731,GRT-2023-002,PRJ-2023-004,ACT-0016,BDL-0041,ACC-5302,CC-PRG-EDU,LOC-ARU-002,FP-2025-06,2025-06-02,Agricultural Inputs,,,,,861000.0,TZS,2460.97,349.86,349.86,STF-003,STF-003,2025-06-03,INV-5230-2025-3731,Mobile Money,CHQ-84954,False,,
EXP-2025-03732,GRT-2021-001,PRJ-2023-007,ACT-0027,BDL-0196,ACC-5202,CC-PRG-WEE,LOC-ARU-001,FP-2025-06,2025-06-27,Training Materials,,,,Training Materials - PRJ-2023-007 - Jun 2025,65000.0,TZS,2458.6,26.44,26.44,STF-008,STF-002,2025-06-28,INV-3095-2025-3732,Bank Transfer,TRF-20250627-3732,False,,
EXP-2025-03733,GRT-2023-005,PRJ-2023-010,ACT-0056,BDL-0144,ACC-5202,CC-PRG-HLT,LOC-KIL-001,FP-2025-06,2025-06-19,Training Materials,,,,Training Materials - PRJ-2023-010 - Jun 2025,128000.0,TZS,2474.18,51.73,51.73,STF-005,STF-003,2025-06-21,INV-7582-2025-3733,Bank Transfer,TRF-20250619-3733,False,,
EXP-2025-03734,GRT-2024-004,PRJ-2024-006,ACT-0065,BDL-0211,ACC-5301,CC-PRG-CLR,LOC-MAN-002,FP-2025-06,2025-06-18,Medical Supplies,VND-0113,,PRC-2025-1266,Medical Supplies - PRJ-2024-006 - Jun 2025,1759000.0,TZS,2553.25,688.93,688.93,STF-009,STF-004,2025-06-21,INV-7585-2025-3734,Bank Transfer,TRF-20250618-3734,False,,
EXP-2025-03735,GRT-2024-002,PRJ-2024-003,ACT-0046,BDL-0154,ACC-5403,CC-PRG-CHP,LOC-ARU-003,FP-2025-06,2025-06-01,Communication,,,,Communication - PRJ-2024-003 - Jun 2025,269000.0,TZS,2499.3,107.63,107.63,STF-005,STF-006,2025-06-03,,Bank Transfer,TRF-20250601-3735,False,,
EXP-2025-03736,GRT-2022-003,PRJ-2023-003,ACT-0014,BDL-0049,ACC-5404,CC-PRG-HLT,LOC-KIL-003,FP-2025-06,2025-06-24,M&E Activities,,,,M&E Activities - PRJ-2023-003 - Jun 2025,266000.0,TZS,2544.23,104.55,104.55,STF-009,STF-005,2025-06-25,INV-7668-2025-3736,Cash,CHQ-57152,False,,
EXP-2025-03737,GRT-2023-002,PRJ-2023-012,ACT-0071,BDL-0025,ACC-5103,CC-PRG-EDU,LOC-ARU-001,FP-2025-06,2025-06-16,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2023-012 - Jun 2025,195000.0,TZS,2528.46,77.12,77.12,STF-001,STF-006,2025-06-18,INV-3933-2025-3737,Bank Transfer,TRF-20250616-3737,False,,
EXP-2025-03738,GRT-2023-001,PRJ-2023-001,ACT-0004,BDL-0021,ACC-5302,CC-PRG-HLT,LOC-KIL-001,FP-2025-06,2025-06-18,Agricultural Inputs,,,,Agricultural Inputs - PRJ-2023-001 - Jun 2025,1081000.0,TZS,2457.77,439.83,439.83,STF-010,STF-006,2025-06-19,,Mobile Money,CHQ-69792,False,,
EXP-2025-03739,GRT-2024-003,PRJ-2024-005,ACT-0058,BDL-0185,ACC-5403,CC-PRG-HLT,LOC-ARU-004,FP-2025-06,06/06/2025,Communication,,,,Communication - PRJ-2024-005 - Jun 2025,165000.0,TZS,2508.63,65.77,65.77,STF-003,STF-005,2025-06-07,INV-8518-2025-3739,Bank Transfer,TRF-20250606-3739,False,,
EXP-2025-03740,GRT-2022-004,PRJ-2023-005,ACT-0018,BDL-0126,ACC-5302,CC-PRG-EDU,LOC-KIL-001,FP-2025-06,2025-06-27,Agricultural Inputs,,,,Agricultural Inputs - PRJ-2023-005 - Jun 2025,213000.0,TZS,2511.97,84.79,84.79,STF-004,STF-003,2025-07-01,INV-6215-2025-3740,Bank Transfer,TRF-20250627-3740,False,,
EXP-2025-03741,GRT-2022-003,PRJ-2023-003,ACT-0011,BDL-0045,ACC-5404,CC-PRG-HLT,LOC-KIL-003,FP-2025-06,2025-06-27,M&E Activities,,,,M&E Activities - PRJ-2023-003 - Jun 2025,595000.0,TZS,2464.07,241.47,241.47,STF-004,STF-002,2025-07-01,INV-1583-2025-3741,Bank Transfer,TRF-20250627-3741,False,,
EXP-2025-03742,GRT-2023-002,PRJ-2023-012,ACT-0070,BDL-0032,ACC-5003,CC-PRG-EDU,LOC-ARU-001,FP-2025-06,2025-06-12,Consultancy Fee,VND-0093,,,Consultancy Fee - PRJ-2023-012 - Jun 2025,1968000.0,TZS,2555.8,770.01,770.01,STF-010,STF-005,2025-06-14,INV-7266-2025-3742,Bank Transfer,TRF-20250612-3742,False,,
EXP-2025-03743,GRT-2023-001,PRJ-2023-011,ACT-0064,BDL-0003,ACC-5201,CC-PRG-HLT,LOC-MAN-001,FP-2025-06,2025-06-24,Training Venue,VND-0054,,,Training Venue - PRJ-2023-011 - Jun 2025,2031000.0,TZS,2504.64,810.89,810.89,STF-002,STF-004,2025-06-27,INV-8108-2025-3743,Cash,CHQ-50233,False,,
EXP-2025-03744,GRT-2024-002,PRJ-2024-003,ACT-0046,BDL-0156,ACC-5403,CC-PRG-CHP,LOC-ARU-003,FP-2025-06,2025-06-12,Communication,,,,Communication - PRJ-2024-003 - Jun 2025,202000.0,TZS,2496.46,80.91,80.91,STF-006,STF-005,2025-06-14,INV-6932-2025-3744,Bank Transfer,TRF-20250612-3744,False,,
EXP-2025-03745,GRT-2021-001,PRJ-2023-007,ACT-0029,BDL-0190,ACC-5101,CC-PRG-WEE,LOC-ARU-001,FP-2025-06,2025-06-08,Domestic Travel,,STF-056,,Domestic Travel - PRJ-2023-007 - Jun 2025,217000.0,TZS,2500.04,86.8,86.8,STF-010,STF-004,2025-06-13,INV-5613-2025-3745,Bank Transfer,TRF-20250608-3745,False,,
EXP-2025-03746,GRT-2023-003,PRJ-2023-013,ACT-0080,BDL-0071,ACC-5301,CC-PRG-HLT,LOC-ARU-001,FP-2025-06,2025-06-30,Medical Supplies,VND-0034,,,Medical Supplies - PRJ-2023-013 - Jun 2025,2070000.0,TZS,2451.77,844.29,844.29,STF-009,STF-003,2025-07-03,INV-7733-2025-3746,Cheque,,False,,
EXP-2025-03747,GRT-2024-003,PRJ-2024-005,ACT-0058,BDL-0183,ACC-5003,CC-PRG-HLT,LOC-ARU-004,FP-2025-06,2025-06-05,Consultancy Fee,VND-0029,,PRC-2025-1840,Consultancy Fee - PRJ-2024-005 - Jun 2025,695000.0,TZS,2483.9,279.8,279.8,STF-010,STF-003,2025-06-10,INV-3957-2025-3747,Bank Transfer,TRF-20250605-3747,False,,
EXP-2025-03748,GRT-2024-003,PRJ-2024-005,ACT-0060,BDL-0178,ACC-5403,CC-PRG-HLT,LOC-ARU-004,FP-2025-06,2025-06-30,Communication,,,,Communication - PRJ-2024-005 - Jun 2025,228000.0,TZS,2490.68,91.54,91.54,STF-005,STF-004,2025-07-05,INV-7131-2025-3748,Cheque,CHQ-50226,False,,
EXP-2025-03749,GRT-2024-003,PRJ-2024-005,ACT-0057,BDL-0177,ACC-5103,CC-PRG-HLT,LOC-ARU-004,FP-2025-06,2025-06-10,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2024-005 - Jun 2025,258000.0,TZS,2470.0,104.45,104.45,STF-006,STF-002,2025-06-15,INV-4837-2025-3749,Bank Transfer,TRF-20250610-3749,False,,
EXP-2025-03750,GRT-2024-003,PRJ-2024-005,ACT-0058,BDL-0181,ACC-5203,CC-PRG-HLT,LOC-ARU-004,FP-2025-06,2025-06-06,Facilitator Fee,,STF-013,,Facilitator Fee - PRJ-2024-005 - Jun 2025,208000.0,TZS,2507.64,82.95,82.95,STF-003,STF-004,2025-06-11,INV-1059-2025-3750,Bank Transfer,TRF-20250606-3750,False,,
EXP-2025-03751,GRT-2024-003,PRJ-2024-005,ACT-0058,BDL-0176,ACC-5101,CC-PRG-HLT,LOC-ARU-004,FP-2025-06,2025-06-06,Domestic Travel,,STF-091,,Domestic Travel - PRJ-2024-005 - Jun 2025,316000.0,TZS,2529.77,124.91,124.91,STF-008,STF-003,2025-06-09,INV-2287-2025-3751,Cash,CHQ-77322,False,,
EXP-2025-03752,GRT-2023-002,PRJ-2023-012,ACT-0073,BDL-0025,ACC-5003,CC-PRG-EDU,LOC-ARU-001,FP-2025-06,2025-06-13,Consultancy Fee,VND-0105,,,Consultancy Fee - PRJ-2023-012 - Jun 2025,2252000.0,TZS,2522.44,892.79,892.79,STF-003,STF-006,2025-06-15,INV-1310-2025-3752,Bank Transfer,TRF-20250613-3752,False,,
EXP-2025-03753,GRT-2023-003,PRJ-2023-013,ACT-0077,BDL-0071,ACC-5402,CC-PRG-HLT,LOC-ARU-001,FP-2025-06,2025-06-02,Utilities,,,,Utilities - PRJ-2023-013 - Jun 2025,545000.0,TZS,2557.75,213.08,213.08,STF-001,STF-004,2025-06-04,INV-5727-2025-3753,Cash,CHQ-47799,False,,
EXP-2025-03754,GRT-2023-001,PRJ-2023-002,ACT-0008,BDL-0008,ACC-5201,CC-PRG-HLT,LOC-KIL-002,FP-2025-06,2025-06-08,Training Venue,VND-0083,,PRC-2025-0118,Training Venue - PRJ-2023-002 - Jun 2025,1086000.0,TZS,2542.59,427.12,427.12,STF-008,STF-005,2025-06-13,INV-7890-2025-3754,Cheque,CHQ-79262,False,,
EXP-2025-03755,GRT-2021-001,PRJ-2023-007,ACT-0026,BDL-0194,ACC-5202,CC-PRG-WEE,LOC-ARU-001,FP-2025-06,11-Jun-2025,Training Materials,,,,Training Materials - PRJ-2023-007 - Jun 2025,136000.0,TZS,2496.41,54.48,54.48,STF-004,STF-005,2025-06-14,INV-1442-2025-3755,Mobile Money,CHQ-29677,False,,
EXP-2025-03756,GRT-2023-002,PRJ-2023-004,ACT-0017,BDL-0039,ACC-5103,CC-PRG-EDU,LOC-ARU-002,FP-2025-06,2025-06-10,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2023-004 - Jun 2025,408000.0,TZS,2523.54,161.68,161.68,STF-002,STF-003,2025-06-15,INV-8209-2025-3756,Bank Transfer,TRF-20250610-3756,False,,
EXP-2025-03757,GRT-2023-003,PRJ-2023-006,ACT-0025,BDL-0076,ACC-5403,CC-PRG-WEE,LOC-KIL-001,FP-2025-06,2025-06-15,Communication,,,,Communication - PRJ-2023-006 - Jun 2025,65000.0,TZS,2554.62,25.44,25.44,STF-007,STF-006,2025-06-17,INV-9220-2025-3757,Cheque,CHQ-26064,False,,
EXP-2025-03758,GRT-2023-002,PRJ-2023-012,ACT-0073,BDL-0041,ACC-5402,CC-PRG-EDU,LOC-ARU-001,FP-2025-06,2025-06-01,Utilities,,,,Utilities - PRJ-2023-012 - Jun 2025,386000.0,TZS,2526.14,152.8,152.8,STF-002,STF-002,2025-06-02,INV-1065-2025-3758,Cash,CHQ-96506,False,,
EXP-2025-03759,GRT-2023-001,PRJ-2023-001,ACT-0004,BDL-0013,ACC-5201,CC-PRG-HLT,LOC-KIL-001,FP-2025-06,2025-06-09,Training Venue,VND-0048,,,Training Venue - PRJ-2023-001 - Jun 2025,2038000.0,TZS,2508.97,812.29,812.29,STF-002,STF-005,2025-06-13,INV-5834-2025-3759,Cheque,CHQ-63822,False,,
EXP-2025-03760,GRT-2023-004,PRJ-2023-009,ACT-0036,BDL-0104,ACC-5002,CC-PRG-CLR,LOC-MAN-003,FP-2025-06,06-Jun-2025,Salary Payment,,STF-058,,Salary Payment - PRJ-2023-009 - Jun 2025,5501000.0,TZS,2464.86,2231.77,2231.77,STF-001,STF-006,2025-06-10,INV-9683-2025-3760,Bank Transfer,TRF-20250606-3760,False,,
EXP-2025-03761,GRT-2023-003,PRJ-2023-006,ACT-0023,BDL-0082,ACC-5202,CC-PRG-WEE,LOC-KIL-001,FP-2025-06,2025-06-28,Training Materials,,,,Training Materials - PRJ-2023-006 - Jun 2025,265000.0,TZS,2537.06,104.45,104.45,STF-001,STF-002,2025-06-29,INV-7535-2025-3761,Mobile Money,CHQ-97257,False,,
EXP-2025-03762,GRT-2024-002,PRJ-2024-003,ACT-0046,BDL-0158,ACC-5305,CC-PRG-CHP,LOC-ARU-003,FP-2025-06,2025-06-28,Office Supplies,VND-0130,,,Office Supplies - PRJ-2024-003 - Jun 2025,151000.0,TZS,2525.8,59.78,59.78,STF-005,STF-002,2025-07-02,INV-7898-2025-3762,Bank Transfer,TRF-20250628-3762,False,,
EXP-2025-03763,GRT-2023-001,PRJ-2023-001,ACT-0003,BDL-0004,ACC-5302,CC-PRG-HLT,LOC-KIL-001,FP-2025-06,11-Jun-2025,Agricultural Inputs,,,,Agricultural Inputs - PRJ-2023-001 - Jun 2025,887000.0,TZS,2530.79,350.48,350.48,STF-010,STF-006,2025-06-14,INV-8144-2025-3763,Bank Transfer,TRF-20250611-3763,False,,
EXP-2025-03764,GRT-2022-004,PRJ-2023-005,ACT-0020,BDL-0122,ACC-5202,CC-PRG-EDU,LOC-KIL-001,FP-2025-06,2025-06-17,Training Materials,,,,Training Materials - PRJ-2023-005 - Jun 2025,225000.0,TZS,2452.87,91.73,91.73,STF-010,STF-004,2025-06-19,INV-2078-2025-3764,Cheque,CHQ-23429,False,,
EXP-2025-03765,GRT-2023-002,PRJ-2023-012,ACT-0073,BDL-0024,ACC-5402,CC-PRG-EDU,LOC-ARU-001,FP-2025-06,2025-06-04,Utilities,,,,Utilities - PRJ-2023-012 - Jun 2025,371000.0,TZS,2450.43,151.4,151.4,STF-006,STF-004,2025-06-06,INV-4586-2025-3765,Bank Transfer,TRF-20250604-3765,False,,
EXP-2025-03766,GRT-2021-001,PRJ-2023-007,ACT-0029,BDL-0202,ACC-5201,CC-PRG-WEE,LOC-ARU-001,FP-2025-06,2025-06-03,Training Venue,VND-0103,,PRC-2025-0022,Training Venue - PRJ-2023-007 - Jun 2025,1302000.0,TZS,2517.68,517.14,517.14,STF-004,STF-004,2025-06-08,INV-5085-2025-3766,Cheque,CHQ-92991,False,,
EXP-2025-03767,GRT-2023-004,PRJ-2023-009,ACT-0036,BDL-0118,ACC-5403,CC-PRG-CLR,LOC-MAN-003,FP-2025-06,2025-06-10,Communication,,,,Communication - PRJ-2023-009 - Jun 2025,91000.0,TZS,2455.61,37.06,37.06,STF-006,STF-006,2025-06-11,INV-7701-2025-3767,Cash,CHQ-49108,False,,
EXP-2025-03768,GRT-2021-001,PRJ-2023-007,ACT-0028,BDL-0208,ACC-5001,CC-PRG-WEE,LOC-ARU-001,FP-2025-06,2025-06-08,Salary Payment,,STF-002,,Salary Payment - PRJ-2023-007 - Jun 2025,3357000.0,TZS,2552.69,1315.08,1315.08,STF-010,STF-002,2025-06-11,INV-3382-2025-3768,Bank Transfer,TRF-20250608-3768,False,,
EXP-2025-03769,GRT-2024-001,PRJ-2024-002,ACT-0043,BDL-0098,ACC-5301,CC-PRG-AGR,LOC-KIL-004,FP-2025-06,2025-06-30,Medical Supplies,VND-0079,,,Medical Supplies - PRJ-2024-002 - Jun 2025,1754000.0,TZS,2498.27,702.09,702.09,STF-008,STF-006,2025-07-03,INV-2192-2025-3769,Bank Transfer,TRF-20250630-3769,False,,
EXP-2025-03770,GRT-2023-001,PRJ-2023-001,ACT-0001,BDL-0019,ACC-5201,CC-PRG-HLT,LOC-KIL-001,FP-2025-06,2025-06-05,Training Venue,VND-0147,,,Training Venue - PRJ-2023-001 - Jun 2025,1768000.0,TZS,2513.67,703.35,703.35,STF-001,STF-003,2025-06-06,INV-1083-2025-3770,Mobile Money,,False,,
EXP-2025-03771,GRT-2023-001,PRJ-2023-001,ACT-0004,BDL-0007,ACC-5101,CC-PRG-HLT,LOC-KIL-001,FP-2025-06,2025-06-30,Domestic Travel,,STF-056,,Domestic Travel - PRJ-2023-001 - Jun 2025,261000.0,TZS,2504.5,104.21,104.21,STF-007,STF-003,2025-07-04,INV-3923-2025-3771,Bank Transfer,TRF-20250630-3771,False,,
EXP-2025-03772,GRT-2024-001,PRJ-2024-007,ACT-0076,BDL-0085,ACC-5305,CC-PRG-AGR,LOC-ARU-002,FP-2025-06,07/06/2025,Office Supplies,VND-0073,,,Office Supplies - PRJ-2024-007 - Jun 2025,100000.0,TZS,2559.34,39.07,39.07,STF-007,STF-003,2025-06-09,INV-8562-2025-3772,Cash,CHQ-67844,False,,
EXP-2025-03773,GRT-2023-003,PRJ-2023-006,ACT-0025,BDL-0069,ACC-5301,CC-PRG-WEE,LOC-KIL-001,FP-2025-06,06-07-2025,Medical Supplies,VND-0102,,PRC-2025-0750,Medical Supplies - PRJ-2023-006 - Jun 2025,2641000.0,TZS,2467.33,1070.39,1070.39,STF-005,STF-006,2025-06-08,INV-6512-2025-3773,Mobile Money,CHQ-76846,False,,
EXP-2025-03774,GRT-2024-002,PRJ-2024-004,ACT-0051,BDL-0164,ACC-5203,CC-PRG-CHP,LOC-MAN-004,FP-2025-06,2025-06-29,Facilitator Fee,,STF-112,,Facilitator Fee - PRJ-2024-004 - Jun 2025,223000.0,TZS,2492.42,89.47,89.47,STF-010,STF-005,2025-07-03,INV-4620-2025-3774,Mobile Money,CHQ-94280,False,,
EXP-2025-03775,GRT-2021-001,PRJ-2023-007,ACT-0028,BDL-0204,ACC-5303,CC-PRG-WEE,LOC-ARU-001,FP-2025-06,2025-06-16,ICT Equipment,VND-0034,,,ICT Equipment - PRJ-2023-007 - Jun 2025,1612000.0,TZS,2513.65,641.3,641.3,STF-007,STF-005,2025-06-20,INV-8357-2025-3775,Cash,CHQ-31463,False,,
EXP-2025-03776,GRT-2023-003,PRJ-2023-013,ACT-0081,BDL-0080,ACC-5302,CC-PRG-HLT,LOC-ARU-001,FP-2025-06,2025-06-12,Agricultural Inputs,,,,Agricultural Inputs - PRJ-2023-013 - Jun 2025,555000.0,TZS,2451.05,226.43,226.43,STF-010,STF-005,2025-06-14,INV-7397-2025-3776,Cheque,CHQ-95237,False,,
EXP-2025-03777,GRT-2024-001,PRJ-2024-007,ACT-0075,BDL-0089,ACC-5103,CC-PRG-AGR,LOC-ARU-002,FP-2025-06,2025-06-29,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2024-007 - Jun 2025,660000.0,TZS,2549.11,258.91,258.91,STF-006,STF-004,2025-07-01,INV-4668-2025-3777,Mobile Money,CHQ-16515,False,,
EXP-2025-03778,GRT-2021-001,PRJ-2023-007,ACT-0027,BDL-0207,ACC-5405,CC-PRG-WEE,LOC-ARU-001,FP-2025-06,2025-06-22,Community Outreach,,,,Community Outreach - PRJ-2023-007 - Jun 2025,576000.0,TZS,2536.93,227.05,227.05,STF-007,STF-005,2025-06-26,,Cheque,CHQ-52832,False,,
EXP-2025-03779,GRT-2023-004,PRJ-2023-008,ACT-0031,BDL-0103,ACC-5302,CC-PRG-CLR,LOC-MAN-002,FP-2025-06,2025-06-11,Agricultural Inputs,,,,Agricultural Inputs - PRJ-2023-008 - Jun 2025,1492000.0,TZS,2554.87,583.98,583.98,STF-003,STF-006,2025-06-16,INV-4445-2025-3779,Mobile Money,CHQ-49120,False,,
EXP-2025-03780,GRT-2024-004,PRJ-2024-006,ACT-0067,BDL-0220,ACC-5403,CC-PRG-CLR,LOC-MAN-002,FP-2025-06,2025-06-23,Communication,,,,Communication - PRJ-2024-006 - Jun 2025,92000.0,TZS,2470.06,37.25,37.25,STF-001,STF-006,2025-06-26,INV-2884-2025-3780,Bank Transfer,TRF-20250623-3780,False,,
EXP-2025-03781,GRT-2024-003,PRJ-2024-005,ACT-0057,BDL-0187,ACC-5002,CC-PRG-HLT,LOC-ARU-004,FP-2025-06,2025-06-13,Salary Payment,,STF-063,,Salary Payment - PRJ-2024-005 - Jun 2025,4997000.0,TZS,2457.58,2033.3,2033.3,STF-007,STF-003,2025-06-18,INV-5069-2025-3781,Bank Transfer,TRF-20250613-3781,False,,
EXP-2025-03782,GRT-2023-004,PRJ-2023-009,ACT-0036,BDL-0112,ACC-5201,CC-PRG-CLR,LOC-MAN-003,FP-2025-06,2025-06-05,Training Venue,VND-0128,,,Training Venue - PRJ-2023-009 - Jun 2025,1710000.0,TZS,2480.78,689.3,689.3,STF-003,STF-002,2025-06-07,INV-3917-2025-3782,Bank Transfer,TRF-20250605-3782,False,,
EXP-2025-03783,GRT-2024-001,PRJ-2024-007,ACT-0074,BDL-0083,ACC-5101,CC-PRG-AGR,LOC-ARU-002,FP-2025-06,2025-06-13,Domestic Travel,,STF-061,,Domestic Travel - PRJ-2024-007 - Jun 2025,270000.0,TZS,2508.34,107.64,107.64,STF-002,STF-003,2025-06-16,INV-9334-2025-3783,Cash,CHQ-27209,False,,
EXP-2025-03784,GRT-2024-002,PRJ-2024-004,ACT-0051,BDL-0160,ACC-5101,CC-PRG-CHP,LOC-MAN-004,FP-2025-06,2025-06-29,Domestic Travel,,STF-120,,Domestic Travel - PRJ-2024-004 - Jun 2025,325000.0,TZS,2451.52,132.57,132.57,STF-003,STF-005,2025-07-01,INV-7173-2025-3784,Cash,CHQ-47721,False,,
EXP-2025-03785,GRT-2022-003,PRJ-2023-003,ACT-0012,BDL-0053,ACC-5404,CC-PRG-HLT,LOC-KIL-003,FP-2025-06,2025-06-12,M&E Activities,,,,M&E Activities - PRJ-2023-003 - Jun 2025,1125000.0,TZS,2527.18,445.16,445.16,STF-007,STF-002,2025-06-17,INV-2718-2025-3785,Cheque,CHQ-84636,False,,
EXP-2025-03786,GRT-2021-001,PRJ-2023-007,ACT-0027,BDL-0200,ACC-5003,CC-PRG-WEE,LOC-ARU-001,FP-2025-06,2025-06-04,Consultancy Fee,VND-0049,,PRC-2025-0373,Consultancy Fee - PRJ-2023-007 - Jun 2025,2445000.0,TZS,2476.08,987.45,987.45,STF-001,STF-006,2025-06-09,INV-6826-2025-3786,Bank Transfer,TRF-20250604-3786,False,,
EXP-2025-03787,GRT-2023-002,PRJ-2023-004,ACT-0017,BDL-0027,ACC-5401,CC-PRG-EDU,LOC-ARU-002,FP-2025-06,2025-06-21,Office Rent,VND-0011,,PRC-2025-0450,Office Rent - PRJ-2023-004 - Jun 2025,1030000.0,TZS,2473.43,416.43,416.43,STF-008,STF-002,2025-06-23,INV-2506-2025-3787,Bank Transfer,TRF-20250621-3787,False,,
