procurement_id,grant_id,project_id,budget_line_id,vendor_id,location_id,period_id,status_id,procurement_type,description,quantity,unit,unit_price,total_value,currency,po_date,expected_delivery,actual_delivery,grn_reference,invoice_reference,invoice_date,payment_due_date,payment_date,expenditure_id,quotations_obtained,single_source_justified,committee_approval_ref,notes
PRC-2025-1479,GRT-2023-005,PRJ-2023-010,BDL-0145,VND-0059,LOC-KIL-001,FP-2025-08,STS-010,Quotation,Indigenous Tree Seedlings for PRJ-2023-010,6756,Boxes,500.0,3378000.0,TZS,2025-08-27,11-Sep-2025,2025-09-08,GRN-2025-1479,INV-VND-2025-1479,2025-09-09,2025-10-09,2025-10-06,EXP-93084,5,False,PC-2025-127,
PRC-2025-1480,GRT-2023-001,PRJ-2023-001,BDL-0007,VND-0001,LOC-KIL-001,FP-2025-03,STS-001,Quotation,Sunflower Seeds 1kg for PRJ-2023-001,250,Pieces,17200.0,4300000.0,TZS,2025-03-07,2025-04-20,,,,,,,,4,False,PC-2025-093,
PRC-2025-1481,GRT-2024-001,PRJ-2024-007,BDL-0096,VND-0148,LOC-ARU-002,FP-2025-01,STS-008,Quotation,Notebooks Pack for PRJ-2024-007,89,Units,9400.0,836600.0,TZS,2025-01-17,2025-03-02,2025-03-09,GRN-2025-1481,INV-VND-2025-1481,2025-03-13,,,,3,False,,
PRC-2025-1482,GRT-2023-001,PRJ-2023-002,BDL-0006,VND-0009,LOC-KIL-002,FP-2025-09,STS-007,Quotation,HP Desktop Computer for PRJ-2023-002,1,Units,1540300.0,1540300.0,TZS,2025-09-25,2025-11-03,2025-11-01,GRN-2025-1482,,,,,,4,False,,
PRC-2025-1483,GRT-2023-003,PRJ-2023-013,BDL-0075,VND-0138,LOC-ARU-001,FP-2025-06,STS-009,Quotation,Reams of A4 Paper for PRJ-2023-013,374,Boxes,5300.0,1982200.0,TZS,2025-06-27,2025-07-20,2025-07-29,GRN-2025-1483,INV-VND-2025-1483,05-Aug-2025,2025-09-04,2025-08-25,EXP-50505,3,False,,
PRC-2025-1484,GRT-2024-001,PRJ-2024-002,BDL-0095,VND-0011,LOC-KIL-004,FP-2025-05,STS-010,Quotation,Iron Sheets for PRJ-2024-002,35,Kg,42800.0,1498000.0,TZS,2025-05-24,06-11-2025,2025-06-19,GRN-2025-1484,INV-VND-2025-1484,2025-06-20,2025-07-20,2025-08-31,EXP-96011,3,False,,
PRC-2025-1485,GRT-2023-003,PRJ-2023-013,BDL-0080,VND-0020,LOC-ARU-001,FP-2025-08,STS-009,Quotation,Blood Pressure Monitors for PRJ-2023-013,4,Units,331400.0,1325600.0,TZS,2025-08-23,2025-09-01,2025-09-10,GRN-2025-1485,INV-VND-2025-1485,2025-09-17,2025-10-17,2025-10-08,EXP-51966,4,False,PC-2025-174,
PRC-2025-1486,GRT-2024-001,PRJ-2024-001,BDL-0089,VND-0130,LOC-MAN-001,FP-2025-09,STS-009,Quotation,HP Desktop Computer for PRJ-2024-001,1,Litres,1316400.0,1316400.0,TZS,2025-09-01,2025-09-08,2025-09-10,GRN-2025-1486,INV-VND-2025-1486,2025-09-14,2025-10-14,2025-10-12,EXP-10578,5,False,,
PRC-2025-1487,GRT-2023-001,PRJ-2023-002,BDL-0011,VND-0122,LOC-KIL-002,FP-2025-02,STS-009,Quotation,Conference Table for PRJ-2023-002,1,Boxes,1257900.0,1257900.0,TZS,2025-02-01,2025-02-22,2025-02-20,GRN-2025-1487,INV-VND-2025-1487,2025-02-25,03-27-2025,2025-03-20,EXP-51889,5,False,PC-2025-171,
PRC-2025-1488,GRT-2023-003,PRJ-2023-013,BDL-0081,VND-0111,LOC-ARU-001,FP-2025-09,STS-007,Direct Purchase,Network Switch for PRJ-2023-013,1,Pieces,358600.0,358600.0,TZS,2025-09-10,2025-09-21,2025-09-24,GRN-2025-1488,,,,,,1,False,,
PRC-2025-1489,GRT-2024-001,PRJ-2024-002,BDL-0090,VND-0115,LOC-KIL-004,FP-2025-06,STS-005,Tender,Toyota Hilux Double Cab for PRJ-2024-002,1,Units,31203600.0,31203600.0,TZS,2025-06-29,2025-07-14,,,,,,,,7,False,PC-2025-137,
PRC-2025-1490,GRT-2024-002,PRJ-2024-003,BDL-0157,VND-0080,LOC-ARU-003,FP-2025-09,STS-003,Quotation,Indigenous Tree Seedlings for PRJ-2024-003,9193,Units,700.0,6435100.0,TZS,09-07-2025,2025-10-11,,,,,,,,7,False,PC-2025-089,
PRC-2025-1491,GRT-2023-002,PRJ-2023-012,BDL-0022,VND-0088,LOC-ARU-001,FP-2025-02,STS-007,Quotation,Oral Rehydration Salts for PRJ-2023-012,160,Kg,40200.0,6432000.0,TZS,2025-02-14,2025-03-04,2025-03-16,GRN-2025-1491,,,,,,5,False,PC-2025-112,
PRC-2025-1492,GRT-2021-001,PRJ-2023-007,BDL-0197,VND-0088,LOC-ARU-001,FP-2025-02,STS-007,Quotation,Printer Canon for PRJ-2023-007,1,Litres,897500.0,897500.0,TZS,2025-02-11,2025-03-11,2025-03-10,GRN-2025-1492,,,,,,4,False,,
PRC-2025-1493,GRT-2023-002,PRJ-2023-012,BDL-0039,VND-0142,LOC-ARU-001,FP-2025-10,STS-008,Quotation,Blood Pressure Monitors for PRJ-2023-012,9,Kg,367600.0,3308400.0,TZS,2025-10-10,2025-11-10,2025-11-12,GRN-2025-1493,INV-VND-2025-1493,2025-11-18,,,,5,False,PC-2025-038,
PRC-2025-1494,GRT-2021-001,PRJ-2023-007,BDL-0205,VND-0043,LOC-ARU-001,FP-2025-04,STS-010,Quotation,Timber Planks for PRJ-2023-007,147,Kg,14500.0,2131500.0,TZS,2025-04-19,2025-05-22,2025-06-04,GRN-2025-1494,INV-VND-2025-1494,2025-06-11,2025-07-11,,EXP-90046,5,False,PC-2025-194,
PRC-2025-1495,GRT-2024-002,PRJ-2024-004,BDL-0159,VND-0088,LOC-MAN-004,FP-2025-02,STS-007,Quotation,UPS Battery for PRJ-2024-004,3,Boxes,415700.0,1247100.0,TZS,2025-02-16,2025-03-29,2025-03-31,GRN-2025-1495,,,,,,5,False,,
PRC-2025-1496,GRT-2023-004,PRJ-2023-008,BDL-0111,VND-0124,LOC-MAN-002,FP-2025-06,STS-007,Quotation,Pens and Pencils Box for PRJ-2023-008,92,Pieces,11300.0,1039600.0,TZS,2025-06-19,2025-06-26,2025-07-02,GRN-2025-1496,,,,,,3,False,PC-2025-111,
PRC-2025-1497,GRT-2024-001,PRJ-2024-007,BDL-0096,VND-0087,LOC-ARU-002,FP-2025-08,STS-005,Quotation,HP Desktop Computer for PRJ-2024-007,1,Sets,1518700.0,1518700.0,TZS,2025-08-11,2025-09-21,,,,,,,,4,False,PC-2025-016,
PRC-2025-1498,GRT-2024-004,PRJ-2024-006,BDL-0227,VND-0109,LOC-MAN-002,FP-2025-06,STS-009,Quotation,Manila Files Box for PRJ-2024-006,37,Sets,14900.0,551300.0,TZS,2025-06-12,2025-07-14,2025-07-25,GRN-2025-1498,INV-VND-2025-1498,2025-07-31,2025-08-30,2025-08-27,EXP-20228,4,False,PC-2025-046,
PRC-2025-1499,GRT-2023-004,PRJ-2023-008,BDL-0106,VND-0067,LOC-MAN-002,FP-2025-03,STS-003,Quotation,Projector Epson for PRJ-2023-008,1,Kg,1323000.0,1323000.0,TZS,2025-03-02,05/04/2025,,,,,,,,5,False,,
PRC-2025-1500,GRT-2023-002,PRJ-2023-004,BDL-0034,VND-0103,LOC-ARU-002,FP-2025-06,STS-010,Quotation,Conference Table for PRJ-2023-004,1,Units,1305500.0,1305500.0,TZS,2025-06-20,2025-07-01,2025-07-07,GRN-2025-1500,INV-VND-2025-1500,2025-07-12,2025-08-11,2025-08-04,EXP-90651,3,False,,
PRC-2025-1501,GRT-2023-005,PRJ-2023-010,BDL-0150,VND-0037,LOC-KIL-001,FP-2025-08,STS-009,Quotation,Pens and Pencils Box for PRJ-2023-010,89,Sets,13500.0,1201500.0,TZS,2025-08-29,2025-09-21,2025-09-28,GRN-2025-1501,INV-VND-2025-1501,2025-10-05,2025-11-04,2025-11-03,EXP-59772,4,False,PC-2025-108,
PRC-2025-1502,GRT-2022-004,PRJ-2023-005,BDL-0121,VND-0004,LOC-KIL-001,FP-2025-05,STS-006,Quotation,Pens and Pencils Box for PRJ-2023-005,93,Units,11600.0,1078800.0,TZS,2025-05-31,2025-06-23,,,,,,,,3,False,PC-2025-199,
PRC-2025-1503,GRT-2023-003,PRJ-2023-013,BDL-0077,VND-0055,LOC-ARU-001,FP-2025-03,STS-008,Tender,Toyota Land Cruiser 4x4 for PRJ-2023-013,1,Sets,40787300.0,40787300.0,TZS,2025-03-04,2025-03-27,2025-04-10,GRN-2025-1503,INV-VND-2025-1503,2025-04-12,,,,3,False,PC-2025-109,
PRC-2025-1504,GRT-2023-003,PRJ-2023-006,BDL-0079,VND-0038,LOC-KIL-001,FP-2025-02,STS-009,Quotation,Toyota Hilux Double Cab for PRJ-2023-006,1,Units,33431900.0,33431900.0,TZS,2025-02-20,2025-03-21,2025-03-23,GRN-2025-1504,INV-VND-2025-1504,2025-03-28,2025-04-27,,EXP-56427,3,False,PC-2025-047,
PRC-2025-1505,GRT-2024-001,PRJ-2024-002,BDL-0084,VND-0100,LOC-KIL-004,FP-2025-02,STS-007,Quotation,Blood Pressure Monitors for PRJ-2024-002,4,Litres,361400.0,1445600.0,TZS,2025-02-11,2025-03-05,2025-03-07,GRN-2025-1505,,,,,,3,False,PC-2025-060,
PRC-2025-1506,GRT-2023-002,PRJ-2023-012,BDL-0029,VND-0098,LOC-ARU-001,FP-2025-05,STS-008,Quotation,Improved Maize Seed 5kg for PRJ-2023-012,819,Units,20400.0,16707600.0,TZS,2025-05-26,2025-06-15,2025-06-30,GRN-2025-1506,INV-VND-2025-1506,2025-07-02,,,,6,False,PC-2025-165,
PRC-2025-1507,GRT-2023-005,PRJ-2023-010,BDL-0149,VND-0092,LOC-KIL-001,FP-2025-10,STS-007,Quotation,Projector Epson for PRJ-2023-010,1,Boxes,1323600.0,1323600.0,TZS,2025-10-03,2025-11-10,2025-11-10,GRN-2025-1507,,,,,,4,False,PC-2025-015,
PRC-2025-1508,GRT-2023-001,PRJ-2023-002,BDL-0020,VND-0071,LOC-KIL-002,FP-2025-03,STS-003,Quotation,Sunflower Seeds 1kg for PRJ-2023-002,177,Pieces,15600.0,2761200.0,TZS,2025-03-19,2025-04-26,,,,,,,,3,False,,
PRC-2025-1509,GRT-2024-004,PRJ-2024-006,BDL-0218,VND-0130,LOC-MAN-002,FP-2025-08,STS-009,Direct Purchase,Markers Set for PRJ-2024-006,36,Litres,13100.0,471600.0,TZS,2025-08-10,09-10-2025,2025-09-07,GRN-2025-1509,INV-VND-2025-1509,2025-09-09,2025-10-09,2025-10-09,EXP-48297,1,False,,
PRC-2025-1510,GRT-2023-002,PRJ-2023-012,BDL-0040,VND-0122,LOC-ARU-001,FP-2025-07,STS-004,Quotation,Bean Seeds 2kg for PRJ-2023-012,411,Litres,13100.0,5384100.0,TZS,2025-07-02,2025-08-08,,,,,,,,6,False,PC-2025-005,
PRC-2025-1511,GRT-2023-001,PRJ-2023-002,BDL-0007,VND-0143,LOC-KIL-002,FP-2025-02,STS-010,Tender,Paracetamol Tablets for PRJ-2023-002,240,Pieces,25700.0,6168000.0,TZS,18-Feb-2025,2025-03-12,2025-03-19,GRN-2025-1511,INV-VND-2025-1511,2025-03-23,2025-04-22,2025-04-20,EXP-89929,4,False,PC-2025-067,
PRC-2025-1512,GRT-2023-002,PRJ-2023-012,BDL-0033,VND-0091,LOC-ARU-001,FP-2025-03,STS-010,Direct Purchase,Network Switch for PRJ-2023-012,1,Kg,369600.0,369600.0,TZS,2025-03-03,2025-03-15,2025-03-20,GRN-2025-1512,INV-VND-2025-1512,2025-03-25,2025-04-24,2025-04-20,EXP-69676,1,False,,
PRC-2025-1513,GRT-2023-005,PRJ-2023-010,BDL-0146,VND-0130,LOC-KIL-001,FP-2025-07,STS-009,Quotation,UPS Battery for PRJ-2023-010,2,Kg,494100.0,988200.0,TZS,2025-07-31,2025-08-13,2025-08-11,GRN-2025-1513,INV-VND-2025-1513,2025-08-18,2025-09-17,2025-09-17,EXP-54973,4,False,PC-2025-148,
PRC-2025-1514,GRT-2023-001,PRJ-2023-011,BDL-0011,VND-0027,LOC-MAN-001,FP-2025-10,STS-009,Quotation,Bean Seeds 2kg for PRJ-2023-011,164,Sets,13400.0,2197600.0,TZS,2025-10-01,2025-11-06,2025-11-17,GRN-2025-1514,INV-VND-2025-1514,2025-11-23,2025-12-23,2025-12-14,EXP-87095,3,False,PC-2025-027,
PRC-2025-1515,GRT-2023-002,PRJ-2023-012,BDL-0035,VND-0148,LOC-ARU-001,FP-2025-03,STS-009,Quotation,Toyota Hilux Double Cab for PRJ-2023-012,1,Litres,32616500.0,32616500.0,TZS,2025-03-29,2025-05-12,2025-05-12,GRN-2025-1515,INV-VND-2025-1515,2025-05-16,2025-06-15,2025-06-06,EXP-94061,7,False,PC-2025-018,
PRC-2025-1516,GRT-2024-002,PRJ-2024-003,BDL-0171,VND-0137,LOC-ARU-003,FP-2025-04,STS-010,Tender,Paracetamol Tablets for PRJ-2024-003,313,Pieces,25600.0,8012800.0,TZS,2025-04-29,2025-05-13,2025-05-26,GRN-2025-1516,INV-VND-2025-1516,2025-05-31,2025-06-30,,EXP-12857,4,False,PC-2025-117,
PRC-2025-1517,GRT-2023-004,PRJ-2023-009,BDL-0101,VND-0044,LOC-MAN-003,FP-2025-02,STS-007,Quotation,Office Desk for PRJ-2023-009,3,Kg,710800.0,2132400.0,TZS,2025-02-04,2025-03-11,2025-03-23,GRN-2025-1517,,,,,,3,False,PC-2025-014,
PRC-2025-1518,GRT-2024-001,PRJ-2024-001,BDL-0087,VND-0100,LOC-MAN-001,FP-2025-09,STS-009,Quotation,Sunflower Seeds 1kg for PRJ-2024-001,398,Kg,16200.0,6447600.0,TZS,2025-09-17,2025-10-06,2025-10-16,GRN-2025-1518,INV-VND-2025-1518,2025-10-23,2025-11-22,,EXP-68373,5,False,PC-2025-030,
PRC-2025-1519,GRT-2023-001,PRJ-2023-002,BDL-0011,VND-0110,LOC-KIL-002,FP-2025-06,STS-004,Tender,Toyota Hilux Double Cab for PRJ-2023-002,1,Boxes,33520700.0,33520700.0,TZS,2025-06-29,2025-07-18,,,INV-VND-2025-1509,,,,,6,False,PC-2025-118,
PRC-2025-1520,GRT-2023-003,PRJ-2023-006,BDL-0072,VND-0129,LOC-KIL-001,FP-2025-07,STS-009,Quotation,Notebooks Pack for PRJ-2023-006,68,Pieces,9600.0,652800.0,TZS,2025-07-14,07-30-2025,2025-08-11,GRN-2025-1520,INV-VND-2025-1520,2025-08-12,2025-09-11,2025-09-09,EXP-68704,4,False,,
PRC-2025-1521,GRT-2024-001,PRJ-2024-001,BDL-0089,VND-0086,LOC-MAN-001,FP-2025-06,STS-009,Quotation,Conference Table for PRJ-2024-001,1,Pieces,1359900.0,1359900.0,TZS,2025-06-23,2025-07-15,2025-07-14,GRN-2025-1521,INV-VND-2025-1521,2025-07-16,2025-08-15,2025-08-10,EXP-76882,3,False,,
PRC-2025-1522,GRT-2023-001,PRJ-2023-002,BDL-0007,VND-0025,LOC-KIL-002,FP-2025-04,STS-009,Quotation,Toner Cartridge for PRJ-2023-002,30,Units,41700.0,1251000.0,TZS,2025-04-19,2025-05-21,2025-05-20,GRN-2025-1522,INV-VND-2025-1522,2025-05-21,2025-06-20,2025-06-13,EXP-39679,5,False,,
PRC-2025-1523,GRT-2023-001,PRJ-2023-001,BDL-0011,VND-0139,LOC-KIL-001,FP-2025-07,STS-007,Quotation,Toyota Hilux Double Cab for PRJ-2023-001,1,Kg,36573100.0,36573100.0,TZS,2025-07-05,26-Jul-2025,2025-07-28,GRN-2025-1523,,,,,,6,False,PC-2025-145,
PRC-2025-1524,GRT-2024-004,PRJ-2024-006,BDL-0211,VND-0033,LOC-MAN-002,FP-2025-07,STS-010,Quotation,Blood Pressure Monitors for PRJ-2024-006,3,Kg,318300.0,954900.0,TZS,2025-07-31,2025-08-25,2025-09-02,GRN-2025-1524,INV-VND-2025-1524,2025-09-05,2025-10-05,2025-10-17,EXP-51327,4,False,PC-2025-143,
PRC-2025-1525,GRT-2023-002,PRJ-2023-012,BDL-0034,VND-0087,LOC-ARU-001,FP-2025-08,STS-010,Quotation,Sunflower Seeds 1kg for PRJ-2023-012,127,Pieces,16400.0,2082800.0,TZS,2025-08-25,2025-09-12,2025-09-19,GRN-2025-1525,INV-VND-2025-1525,2025-09-24,2025-10-24,2025-10-18,EXP-42310,4,False,PC-2025-173,
PRC-2025-1526,GRT-2024-003,PRJ-2024-005,BDL-0185,VND-0006,LOC-ARU-004,FP-2025-04,STS-010,Tender,Paracetamol Tablets for PRJ-2024-005,363,Kg,27000.0,9801000.0,TZS,2025-04-13,2025-05-19,2025-05-22,GRN-2025-1526,INV-VND-2025-1526,2025-05-29,2025-06-28,2025-06-23,EXP-79462,4,False,PC-2025-018,
PRC-2025-1527,GRT-2022-003,PRJ-2023-003,BDL-0052,VND-0046,LOC-KIL-003,FP-2025-09,STS-010,Quotation,Filing Cabinet for PRJ-2023-003,2,Litres,419200.0,838400.0,TZS,2025-09-02,2025-09-11,2025-09-24,GRN-2025-1527,INV-VND-2025-1527,2025-09-25,2025-10-25,2025-12-02,EXP-24174,3,False,PC-2025-173,
PRC-2025-1528,GRT-2024-001,PRJ-2024-001,BDL-0086,VND-0143,LOC-MAN-001,FP-2025-01,STS-001,Quotation,Cement Bags for PRJ-2024-001,246,Pieces,31700.0,7798200.0,TZS,2025-01-24,2025-02-20,,,,,,,,3,False,PC-2025-187,
PRC-2025-1529,GRT-2024-004,PRJ-2024-006,BDL-0211,VND-0118,LOC-MAN-002,FP-2025-03,STS-009,Quotation,Pens and Pencils Box for PRJ-2024-006,41,Units,12900.0,528900.0,TZS,13/03/2025,2025-03-23,2025-03-30,GRN-2025-1529,INV-VND-2025-1529,2025-04-05,2025-05-05,2025-04-25,EXP-77923,3,False,PC-2025-088,
PRC-2025-1530,GRT-2022-004,PRJ-2023-005,BDL-0121,VND-0075,LOC-KIL-001,FP-2025-07,STS-009,Quotation,Conference Table for PRJ-2023-005,1,Pieces,1312700.0,1312700.0,TZS,2025-07-11,2025-08-23,2025-09-05,GRN-2025-1530,INV-VND-2025-1530,2025-09-09,2025-10-09,,EXP-69904,3,False,,
PRC-2025-1531,GRT-2024-001,PRJ-2024-007,BDL-0087,VND-0026,LOC-ARU-002,FP-2025-07,STS-010,Tender,Malaria Rapid Test Kits Box for PRJ-2024-007,79,Pieces,270200.0,21345800.0,TZS,2025-07-15,2025-08-22,2025-08-22,GRN-2025-1531,INV-VND-2025-1531,2025-08-26,2025-09-25,2025-09-17,EXP-92800,5,False,PC-2025-107,
PRC-2025-1532,GRT-2023-002,PRJ-2023-004,BDL-0034,VND-0062,LOC-ARU-002,FP-2025-03,STS-006,Quotation,Manila Files Box for PRJ-2023-004,53,Kg,16800.0,890400.0,TZS,2025-03-22,2025-04-06,,,,,,,,5,False,PC-2025-145,
PRC-2025-1533,GRT-2023-001,PRJ-2023-011,BDL-0013,VND-0141,LOC-MAN-001,FP-2025-08,STS-006,Tender,Toyota Hilux Double Cab for PRJ-2023-011,1,Boxes,30540600.0,30540600.0,TZS,2025-08-06,2025-08-20,,,,,,,,5,False,PC-2025-126,
PRC-2025-1534,GRT-2023-001,PRJ-2023-002,BDL-0017,VND-0048,LOC-KIL-002,FP-2025-10,STS-007,Tender,Sunflower Seeds 1kg for PRJ-2023-002,352,Boxes,16000.0,5632000.0,TZS,2025-10-03,2025-10-17,2025-11-01,GRN-2025-1534,,,,,,7,False,PC-2025-136,
PRC-2025-1535,GRT-2022-004,PRJ-2023-005,BDL-0133,VND-0057,LOC-KIL-001,FP-2025-05,STS-007,Quotation,Toyota Land Cruiser 4x4 for PRJ-2023-005,1,Pieces,46562300.0,46562300.0,TZS,2025-05-25,2025-06-08,2025-06-22,GRN-2025-1535,,,,,,4,False,PC-2025-121,
PRC-2025-1536,GRT-2023-002,PRJ-2023-012,BDL-0023,VND-0080,LOC-ARU-001,FP-2025-06,STS-008,Quotation,Cement Bags for PRJ-2023-012,126,Boxes,28400.0,3578400.0,TZS,2025-06-15,2025-07-15,2025-07-12,GRN-2025-1536,INV-VND-2025-1536,2025-07-16,,,,3,False,PC-2025-174,
PRC-2025-1537,GRT-2023-004,PRJ-2023-008,BDL-0102,VND-0130,LOC-MAN-002,FP-2025-08,STS-009,Quotation,Blood Pressure Monitors for PRJ-2023-008,9,Kg,346900.0,3122100.0,TZS,2025-08-21,2025-09-26,2025-10-11,GRN-2025-1537,INV-VND-2025-1537,2025-10-15,2025-11-14,2025-11-07,EXP-43686,3,False,PC-2025-136,
PRC-2025-1538,GRT-2023-004,PRJ-2023-008,BDL-0114,VND-0036,LOC-MAN-002,FP-2025-05,STS-009,Quotation,Reams of A4 Paper for PRJ-2023-008,292,Sets,5100.0,1489200.0,TZS,2025-05-08,2025-05-27,2025-06-02,GRN-2025-1538,INV-VND-2025-1538,2025-06-05,2025-07-05,2025-07-02,EXP-90735,5,False,PC-2025-122,
PRC-2025-1539,GRT-2023-003,PRJ-2023-006,BDL-0064,VND-0150,LOC-KIL-001,FP-2025-05,STS-010,Quotation,Eucalyptus Seedlings for PRJ-2023-006,3199,Units,900.0,2879100.0,TZS,2025-05-11,2025-06-11,2025-06-14,GRN-2025-1539,INV-VND-2025-1539,2025-06-19,2025-07-19,2025-07-11,EXP-74118,4,False,,
PRC-2025-1540,GRT-2024-001,PRJ-2024-007,BDL-0090,VND-0042,LOC-ARU-002,FP-2025-05,STS-009,Quotation,Timber Planks for PRJ-2024-007,117,Units,15300.0,1790100.0,TZS,2025-05-20,2025-07-03,2025-07-05,GRN-2025-1540,INV-VND-2025-1540,2025-07-07,2025-08-06,2025-09-20,EXP-17152,4,False,PC-2025-148,
PRC-2025-1541,GRT-2024-003,PRJ-2024-005,BDL-0188,VND-0037,LOC-ARU-004,FP-2025-05,STS-010,Direct Purchase,Network Switch for PRJ-2024-005,1,Pieces,381400.0,381400.0,TZS,2025-05-10,2025-06-22,2025-06-29,GRN-2025-1541,INV-VND-2025-1541,2025-07-02,2025-08-01,2025-07-27,EXP-86778,1,False,,
PRC-2025-1542,GRT-2023-004,PRJ-2023-009,BDL-0114,VND-0043,LOC-MAN-003,FP-2025-06,STS-010,Quotation,Participant Bags for PRJ-2023-009,70,Kg,26700.0,1869000.0,TZS,13-Jun-2025,2025-07-26,07/08/2025,GRN-2025-1542,INV-VND-2025-1542,2025-08-12,2025-09-11,2025-10-16,EXP-82608,5,False,,
PRC-2025-1543,GRT-2023-005,PRJ-2023-010,BDL-0148,VND-0142,LOC-KIL-001,FP-2025-02,STS-010,Tender,Toyota Hilux Double Cab for PRJ-2023-010,1,Litres,32707500.0,32707500.0,TZS,2025-02-05,2025-03-20,2025-03-29,GRN-2025-1543,INV-VND-2025-1538,2025-04-04,2025-05-04,2025-04-24,EXP-11837,3,False,PC-2025-065,
PRC-2025-1544,GRT-2024-001,PRJ-2024-001,BDL-0095,VND-0091,LOC-MAN-001,FP-2025-09,STS-004,Quotation,Motorcycle Honda for PRJ-2024-001,1,Pieces,4630800.0,4630800.0,TZS,2025-09-09,2025-09-25,,,,,,,,3,False,,
PRC-2025-1545,GRT-2024-001,PRJ-2024-002,BDL-0090,VND-0018,LOC-KIL-004,FP-2025-03,STS-010,Tender,Indigenous Tree Seedlings for PRJ-2024-002,9369,Units,600.0,5621400.0,TZS,2025-03-22,2025-04-22,2025-04-29,GRN-2025-1545,INV-VND-2025-1540,2025-05-03,2025-06-02,2025-05-30,EXP-97243,4,False,PC-2025-065,
PRC-2025-1546,GRT-2024-004,PRJ-2024-006,BDL-0210,VND-0033,LOC-MAN-002,FP-2025-09,STS-010,Quotation,Projector Epson for PRJ-2024-006,1,Pieces,1159300.0,1159300.0,TZS,2025-09-26,2025-10-20,2025-11-01,GRN-2025-1546,INV-VND-2025-1546,2025-11-08,2025-12-08,2025-12-07,EXP-70222,4,False,PC-2025-101,
PRC-2025-1547,GRT-2024-002,PRJ-2024-003,BDL-0160,VND-0138,LOC-ARU-003,FP-2025-09,STS-010,Quotation,Indigenous Tree Seedlings for PRJ-2024-003,5732,Pieces,600.0,3439200.0,TZS,2025-09-22,2025-10-12,2025-10-19,GRN-2025-1547,INV-VND-2025-1547,2025-10-23,2025-11-22,2025-11-21,EXP-17259,5,False,PC-2025-115,
PRC-2025-1548,GRT-2022-003,PRJ-2023-003,BDL-0047,VND-0088,LOC-KIL-003,FP-2025-04,STS-009,Quotation,Bean Seeds 2kg for PRJ-2023-003,445,Sets,12800.0,5696000.0,TZS,2025-04-15,2025-05-20,27-May-2025,GRN-2025-1548,INV-VND-2025-1548,2025-05-30,2025-06-29,2025-06-20,EXP-15013,3,False,PC-2025-198,
PRC-2025-1549,GRT-2023-001,PRJ-2023-002,BDL-0012,VND-0055,LOC-KIL-002,FP-2025-04,STS-004,Quotation,Improved Maize Seed 5kg for PRJ-2023-002,583,Kg,18300.0,10668900.0,TZS,2025-04-29,2025-05-29,,,,,,,,5,False,PC-2025-129,
PRC-2025-1550,GRT-2023-003,PRJ-2023-013,BDL-0074,VND-0010,LOC-ARU-001,FP-2025-09,STS-008,Quotation,Markers Set for PRJ-2023-013,49,Litres,12600.0,617400.0,TZS,2025-09-12,2025-09-22,2025-09-29,GRN-2025-1550,INV-VND-2025-1550,2025-10-04,,,,5,False,PC-2025-192,
PRC-2025-1551,GRT-2023-002,PRJ-2023-012,BDL-0027,VND-0054,LOC-ARU-001,FP-2025-10,STS-004,Quotation,Pens and Pencils Box for PRJ-2023-012,68,Boxes,11500.0,782000.0,TZS,02/10/2025,2025-11-14,,,,,,,,5,False,,
PRC-2025-1552,GRT-2023-002,PRJ-2023-012,BDL-0031,VND-0097,LOC-ARU-001,FP-2025-07,STS-005,Quotation,Participant Bags for PRJ-2023-012,62,Kg,23300.0,1444600.0,TZS,2025-07-25,2025-08-05,,,,,,,,5,False,PC-2025-018,
PRC-2025-1553,GRT-2023-002,PRJ-2023-012,BDL-0041,VND-0062,LOC-ARU-001,FP-2025-08,STS-009,Quotation,Medical Gloves Box for PRJ-2023-012,104,Sets,42000.0,4368000.0,TZS,2025-08-26,2025-09-14,2025-09-11,GRN-2025-1553,INV-VND-2025-1553,2025-09-13,2025-10-13,2025-10-05,EXP-33243,5,False,PC-2025-083,
PRC-2025-1554,GRT-2023-005,PRJ-2023-010,BDL-0143,VND-0068,LOC-KIL-001,FP-2025-09,STS-007,Quotation,Filing Cabinet for PRJ-2023-010,5,Litres,389400.0,1947000.0,TZS,2025-09-04,2025-09-20,2025-10-03,GRN-2025-1554,,,,,,4,False,PC-2025-071,
PRC-2025-1555,GRT-2023-002,PRJ-2023-012,BDL-0023,VND-0115,LOC-ARU-001,FP-2025-03,STS-009,Quotation,Fruit Tree Seedlings for PRJ-2023-012,3220,Pieces,1300.0,4186000.0,TZS,2025-03-12,2025-03-19,2025-03-26,GRN-2025-1555,INV-VND-2025-1555,2025-03-27,2025-04-26,2025-06-05,EXP-99185,4,False,,
PRC-2025-1556,GRT-2023-005,PRJ-2023-010,BDL-0145,VND-0040,LOC-KIL-001,FP-2025-08,STS-010,Quotation,Vegetable Seed Pack for PRJ-2023-010,657,Boxes,8200.0,5387400.0,TZS,2025-08-29,2025-09-22,2025-10-07,GRN-2025-1556,INV-VND-2025-1556,2025-10-09,08/11/2025,2025-11-01,EXP-85649,4,False,PC-2025-077,
